"season","page_id","team_name","team_short_name","home_away_flag","team_name_opp","team_short_name_opp","points_total","points_total_opp","points_margin","team_result","minutes","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on","points","points_from_turnovers","points_second_chance","points_fast_break","bench_points","points_in_the_paint","time_leading","biggest_scoring_run","lead_changes","times_scores_level","rebounds_team","rebounds_team_defensive","rebounds_team_offensive","turnovers_team","biggest_lead"
"2017",681904,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers",61,76,-15,"L","199:56","19","60","31","4","14","28","15","46","32","19","21","90","30","8","38","10","17","4","4","2","15","15","61","3","7","2","4","16","0","6","1","1","1","0","1","1",
"2017",681904,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers",76,61,15,"W","199:55","29","72","40","6","19","31","23","53","43","12","14","85","35","12","47","16","12","7","2","4","18","15","76","15","15","0","22","22","39.447","15","1","1","2","0","2","0","19"
"2017",681905,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire",54,63,-9,"L","199:54","21","67","31","3","15","20","18","52","34","9","12","75","34","15","49","12","15","10","3","2","13","15","54","11","11","11","12","26","13.300666666667","8","13","5","7","6","1","0","6"
"2017",681905,"Townsville Fire","Fire","away","Melbourne Boomers","Boomers",63,54,9,"W","199:57","25","68","36","8","21","38","17","47","36","5","8","62","31","9","40","16","13","8","2","3","15","13","63","22","6","2","21","20","23.727833333333","8","13","5","4","3","1","0","12"
"2017",681907,"UC Capitals","Capitals","home","Adelaide Lightning","Lightning",84,77,7,"W","199:56","28","64","43","10","21","47","18","43","41","18","22","81","29","11","40","21","10","6","4","7","17","18","84","7","7","10","37","16","35.739333333333","7","9","4","8","1","7","1","16"
"2017",681907,"Adelaide Lightning","Lightning","away","UC Capitals","Capitals",77,84,-7,"L","199:55","30","66","45","4","14","28","26","52","50","13","16","81","27","10","37","19","11","6","7","4","18","17","77","9","12","6","18","20","2.8668333333333","11","9","4","3","0","3","0","3"
"2017",681908,"Adelaide Lightning","Lightning","home","Perth Lynx","Lynx",89,81,8,"W","199:55","33","65","50","10","22","45","23","43","53","13","18","72","32","11","43","24","20","9","8","1","11","17","89","22","9","11","18","28","15.686833333333","8","17","9","2","1","1","0","10"
"2017",681908,"Perth Lynx","Lynx","away","Adelaide Lightning","Lightning",81,89,-8,"L","199:57","32","77","41","13","26","50","19","51","37","4","5","80","23","13","36","18","17","14","1","8","16","11","81","25","10","11","17","22","16.369333333333","11","17","9","5","2","3","0","10"
"2017",681910,"Melbourne Boomers","Boomers","home","Bendigo Spirit","Spirit",90,63,27,"W","199:55","33","67","49","2","10","20","31","57","54","22","26","84","29","16","45","18","19","12","8","0","15","25","90","28","11","16","30","56","39.433166666667","13","1","1","2","2","0","1","38"
"2017",681910,"Bendigo Spirit","Spirit","away","Melbourne Boomers","Boomers",63,90,-27,"L","199:55","25","62","40","3","13","23","22","49","44","10","17","58","19","11","30","12","23","12","0","5","25","15","63","15","0","2","25","40","0","9","1","1","2","1","1","2",
"2017",681913,"UC Capitals","Capitals","home","Melbourne Boomers","Boomers",63,92,-29,"L","199:55","24","69","34","4","16","25","20","53","37","11","19","57","25","10","35","11","15","5","2","7","19","22","63","6","2","8","32","24","1.2561666666667","7","7","5","9","7","2","0","2"
"2017",681913,"Melbourne Boomers","Boomers","away","UC Capitals","Capitals",92,63,29,"W","199:55","35","61","57","4","13","30","31","48","64","18","21","85","38","2","40","23","14","12","7","2","22","19","92","15","0","11","25","50","32.5205","16","7","5","7","6","1","0","33"
"2017",681914,"Perth Lynx","Lynx","home","Bendigo Spirit","Spirit",106,79,27,"W","199:54","40","69","57","10","21","47","30","48","62","16","20","80","25","15","40","22","17","11","6","4","24","17","106","14","27","15","28","32","37.7165","8","5","1","7","2","5","0","34"
"2017",681914,"Bendigo Spirit","Spirit","away","Perth Lynx","Lynx",79,106,-27,"L","199:55","26","62","41","4","18","22","22","44","50","23","31","74","15","13","28","13","18","9","4","6","17","24","79","16","15","8","13","26","1.5226666666667","7","5","1","2","0","2","1","1"
"2017",681915,"Townsville Fire","Fire","home","Sydney Uni Flames","Flames",63,66,-3,"L","199:55","27","70","38","4","21","19","23","49","46","5","10","50","36","13","49","18","16","6","4","4","16","12","63","11","5","0","9","8","0","9","2","2","6","2","4","0",
"2017",681915,"Sydney Uni Flames","Flames","away","Townsville Fire","Fire",66,63,3,"W","199:54","25","68","36","4","22","18","21","46","45","12","19","63","32","11","43","14","11","7","4","4","12","17","66","13","6","4","6","14","39.049333333333","11","2","2","5","2","3","0","16"
"2017",681916,"Adelaide Lightning","Lightning","home","Bendigo Spirit","Spirit",79,75,4,"W","224:56","24","68","35","4","19","21","20","49","40","27","36","75","29","19","48","19","18","11","3","4","21","28","79","22","8","18","32","30","40.547333333333","7","11","5","5","0","5","2","17"
"2017",681916,"Bendigo Spirit","Spirit","away","Adelaide Lightning","Lightning",75,79,-4,"L","224:54","25","67","37","4","20","20","21","47","44","21","25","84","29","14","43","15","17","10","4","3","28","21","75","16","16","11","26","24","1.8466666666667","9","11","5","5","3","2","2","2"
"2017",681918,"Melbourne Boomers","Boomers","home","Perth Lynx","Lynx",79,77,2,"W","224:58","30","72","41","10","22","45","20","50","40","9","14","64","36","18","54","23","26","6","3","8","10","12","79","11","2","2","10","14","25.673833333333","8","15","11","5","1","4","0","11"
"2017",681918,"Perth Lynx","Lynx","away","Melbourne Boomers","Boomers",77,79,-2,"L","224:55","33","79","41","4","17","23","29","62","46","7","8","87","26","10","36","11","13","19","8","3","12","10","77","21","8","6","6","30","12.320333333333","9","15","11","2","1","1","1","7"
"2017",681919,"UC Capitals","Capitals","home","Dandenong Rangers","Rangers",76,77,-1,"L","199:53","27","73","36","11","27","40","16","46","34","11","16","68","27","14","41","21","9","6","2","7","11","13","76","12","10","0","25","20","36.666666666667","7","13","3","6","2","4","0","10"
"2017",681919,"Dandenong Rangers","Rangers","away","UC Capitals","Capitals",77,76,1,"W","199:57","32","75","42","3","15","20","29","60","48","10","11","90","35","16","51","21","12","6","7","2","13","11","77","6","17","10","14","32","1.0495","7","13","3","7","1","6","0","1"
"2017",681920,"Adelaide Lightning","Lightning","home","UC Capitals","Capitals",80,77,3,"W","199:56","28","71","39","6","18","33","22","53","41","18","20","90","30","16","46","16","12","11","5","4","14","21","80","17","17","10","17","34","32.248333333333","9","8","5","7","4","3","0","11"
"2017",681920,"UC Capitals","Capitals","away","Adelaide Lightning","Lightning",77,80,-3,"L","199:57","32","79","40","11","24","45","21","55","38","2","5","40","29","17","46","17","14","6","4","5","21","14","77","3","15","2","26","26","2.9776666666667","8","8","5","9","4","5","0","5"
"2017",681921,"Perth Lynx","Lynx","home","Dandenong Rangers","Rangers",88,78,10,"W","199:56","31","62","50","10","25","40","21","37","56","16","20","80","27","10","37","17","17","12","3","3","12","22","88","14","5","12","12","30","23.678","9","15","3","3","3","0","0","11"
"2017",681921,"Dandenong Rangers","Rangers","away","Perth Lynx","Lynx",78,88,-10,"L","199:56","32","71","45","7","23","30","25","48","52","7","10","70","21","15","36","21","15","8","3","3","22","12","78","18","13","4","13","34","13.524666666667","9","15","3","7","4","3","0","6"
"2017",681922,"Bendigo Spirit","Spirit","home","Adelaide Lightning","Lightning",66,79,-13,"L","199:56","24","76","31","5","17","29","19","59","32","13","16","81","23","13","36","14","6","12","4","8","17","14","66","15","10","13","10","6","0","8","0","0","10","3","7","0",
"2017",681922,"Adelaide Lightning","Lightning","away","Bendigo Spirit","Spirit",79,66,13,"W","199:56","30","65","46","7","19","36","23","46","50","12","13","92","39","12","51","25","18","1","8","4","14","17","79","8","10","10","20","22","39.919833333333","12","0","0","10","6","4","2","19"
"2017",681923,"UC Capitals","Capitals","home","Townsville Fire","Fire",68,83,-15,"L","199:54","28","81","34","8","23","34","20","58","34","4","7","57","28","21","49","22","18","6","5","5","12","11","68","0","16","4","27","16","21.75","8","10","5","8","4","4","0","9"
"2017",681923,"Townsville Fire","Fire","away","UC Capitals","Capitals",83,68,15,"W","199:56","33","71","46","4","17","23","29","54","53","13","13","100","32","11","43","25","12","11","5","5","11","12","83","24","14","14","29","22","16.587666666667","16","10","5","5","3","2","0","15"
"2017",681924,"Sydney Uni Flames","Flames","home","Melbourne Boomers","Boomers",65,56,9,"W","199:54","22","55","40","4","16","25","18","39","46","17","27","62","29","12","41","10","17","8","4","3","20","20","65","13","7","6","4","8","39.151666666667","9","0","0","3","3","0","1","17"
"2017",681924,"Melbourne Boomers","Boomers","away","Sydney Uni Flames","Flames",56,65,-9,"L","199:56","19","56","33","3","19","15","16","37","43","15","18","83","27","9","36","15","18","9","3","4","21","20","56","23","5","11","17","10","0","13","0","0","7","5","2","1",
"2017",681925,"Townsville Fire","Fire","home","Melbourne Boomers","Boomers",65,57,8,"W","199:30","25","60","41","4","16","25","21","44","47","11","17","64","29","9","38","17","14","11","1","3","12","18","65","8","5","9","19","22","16.4615","9","18","7","8","6","2","1","8"
"2017",681925,"Melbourne Boomers","Boomers","away","Townsville Fire","Fire",57,65,-8,"L","199:57","26","60","43","2","12","16","24","48","50","3","5","60","30","5","35","14","17","5","3","1","18","12","57","12","6","4","6","16","17.424166666667","10","18","7","6","5","1","0","8"
"2017",681926,"Dandenong Rangers","Rangers","home","Sydney Uni Flames","Flames",70,68,2,"W","199:57","26","69","37","9","17","52","17","52","32","9","14","64","29","15","44","21","14","9","3","5","12","15","70","21","13","3","13","4","9.0438333333333","11","22","9","5","5","0","0","5"
"2017",681926,"Sydney Uni Flames","Flames","away","Dandenong Rangers","Rangers",68,70,-2,"L","199:55","29","67","43","5","22","22","24","45","53","5","8","62","30","10","40","17","15","4","5","3","15","12","68","7","9","10","9","8","26.380833333333","10","22","9","3","2","1","1","10"
"2017",681927,"Perth Lynx","Lynx","home","Townsville Fire","Fire",87,68,19,"W","199:53","36","81","44","9","22","40","27","59","45","6","8","75","20","18","38","15","11","9","3","3","15","11","87","25","18","11","12","12","38.876166666667","9","0","0","4","2","2","0","26"
"2017",681927,"Townsville Fire","Fire","away","Perth Lynx","Lynx",68,87,-19,"L","199:55","26","69","37","3","24","12","23","45","51","13","15","86","27","22","49","16","20","6","3","3","11","15","68","17","16","5","16","18","0","11","0","0","11","4","7","2",
"2017",681928,"Sydney Uni Flames","Flames","home","UC Capitals","Capitals",81,62,19,"W","199:55","28","70","40","5","19","26","23","51","45","20","25","80","39","17","56","14","16","4","7","8","19","24","81","6","14","8","10","28","39.017833333333","8","0","0","10","3","7","1","21"
"2017",681928,"UC Capitals","Capitals","away","Sydney Uni Flames","Flames",62,81,-19,"L","199:56","22","71","30","6","24","25","16","47","34","12","16","75","27","12","39","15","12","9","8","7","24","19","62","6","14","5","36","18","0","5","0","0","5","2","3","0",
"2017",681929,"Adelaide Lightning","Lightning","home","Dandenong Rangers","Rangers",81,83,-2,"L","224:57","32","72","44","10","23","43","22","49","44","7","8","87","29","8","37","18","19","14","2","1","12","12","81","16","7","8","21","14","24.700333333333","7","16","9","5","5","0","1","17"
"2017",681929,"Dandenong Rangers","Rangers","away","Adelaide Lightning","Lightning",83,81,2,"W","224:56","35","76","46","8","18","44","27","58","46","5","8","62","29","15","44","23","19","15","1","2","12","12","83","21","18","6","32","18","12.793166666667","10","16","9","2","0","2","0","8"
"2017",681930,"UC Capitals","Capitals","home","Sydney Uni Flames","Flames",72,81,-9,"L","199:55","27","75","36","10","24","41","17","51","33","8","12","66","23","13","36","20","8","7","4","5","22","9","72","19","7","10","26","18","24.098666666667","7","14","6","8","5","3","0","8"
"2017",681930,"Sydney Uni Flames","Flames","away","UC Capitals","Capitals",81,72,9,"W","199:57","28","62","45","4","12","33","24","50","48","21","26","80","34","14","48","16","15","4","5","4","9","22","81","8","11","11","9","34","12.776333333333","9","14","6","5","1","4","0","12"
"2017",681931,"Bendigo Spirit","Spirit","home","Melbourne Boomers","Boomers",71,66,5,"W","199:54","23","56","41","5","12","41","18","44","40","20","29","68","30","10","40","16","17","8","7","1","16","23","71","7","10","8","22","14","36.755","8","6","3","8","7","1","0","14"
"2017",681931,"Melbourne Boomers","Boomers","away","Bendigo Spirit","Spirit",66,71,-5,"L","199:55","25","70","35","6","22","27","19","48","39","10","13","76","26","15","41","11","15","9","1","7","24","17","66","23","11","5","8","12","1.0771666666667","11","6","3","5","2","3","0","1"
"2017",681932,"Townsville Fire","Fire","home","Adelaide Lightning","Lightning",84,42,42,"W","199:54","37","75","49","5","21","23","32","54","59","5","7","71","37","14","51","28","18","12","4","2","7","9","84","18","14","27","31","8","39.900666666667","14","0","0","2","0","2","0","43"
"2017",681932,"Adelaide Lightning","Lightning","away","Townsville Fire","Fire",42,84,-42,"L","199:56","18","65","27","2","17","11","16","48","33","4","6","66","22","11","33","11","21","14","2","4","9","7","42","11","6","2","11","6","0","6","0","0","5","2","3","1",
"2017",681933,"Melbourne Boomers","Boomers","home","Dandenong Rangers","Rangers",60,57,3,"W","199:55","25","60","41","2","16","12","23","44","52","8","10","80","31","3","34","14","11","6","8","3","14","16","60","8","3","2","12","14","1.5501666666667","7","5","1","3","3","0","0","4"
"2017",681933,"Dandenong Rangers","Rangers","away","Melbourne Boomers","Boomers",57,60,-3,"L","199:57","21","63","33","7","15","46","14","48","29","8","11","72","33","12","45","12","14","8","3","8","16","14","57","9","12","3","13","2","37.1065","9","5","1","8","7","1","0","15"
"2017",681934,"Bendigo Spirit","Spirit","home","Sydney Uni Flames","Flames",75,105,-30,"L","199:54","29","68","42","10","20","50","19","48","39","7","14","50","18","17","35","17","16","5","1","5","12","15","75","4","15","8","13","30","0.9965","5","8","5","7","2","5","1","1"
"2017",681934,"Sydney Uni Flames","Flames","away","Bendigo Spirit","Spirit",105,75,30,"W","199:53","39","77","50","12","30","40","27","47","57","15","15","100","26","18","44","22","11","13","5","1","15","12","105","27","22","16","26","42","35.681666666667","14","8","5","4","1","3","1","30"
