"season","page_id","team_name","team_short_name","home_away_flag","team_name_opp","team_short_name_opp","points_total","points_total_opp","points_margin","team_result","minutes","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on","points","points_from_turnovers","points_second_chance","points_fast_break","bench_points","points_in_the_paint","time_leading","biggest_scoring_run","lead_changes","times_scores_level","rebounds_team","rebounds_team_defensive","rebounds_team_offensive","turnovers_team","biggest_lead"
"2018",913496,"Sydney Uni Flames","Flames","away","Melbourne Boomers","Boomers",79,96,-17,"L","200:00","28","57","49","8","21","38","20","36","55","15","16","93","25","7","32","17","16","6","0","4","12","16","79","11","14","0","20","34","4.085","9","8","3","1","1","0","2","5"
"2018",913497,"Perth Lynx","Lynx","home","UC Capitals","Capitals",71,65,6,"W","200:00","28","77","36","10","25","40","18","52","34","5","9","55","30","18","48","13","12","4","4","3","17","18","71","12","15","0","7","34","32.951666666667","8","11","5","6","3","3","1","12"
"2018",913497,"UC Capitals","Capitals","away","Perth Lynx","Lynx",65,71,-6,"L","200:00","25","76","32","6","27","22","19","49","38","9","10","90","33","21","54","12","19","5","3","4","18","17","65","7","14","5","7","30","4.7833333333333","11","11","5","9","7","2","3","3"
"2018",913498,"Adelaide Lightning","Lightning","home","Dandenong Rangers","Rangers",99,74,25,"W","200:00","38","66","57","9","19","47","29","47","61","14","22","63","28","14","42","26","14","5","5","0","18","19","99","17","18","5","20","36","37.966666666667","10","1","1","4","2","2","0","30"
"2018",913498,"Dandenong Rangers","Rangers","away","Adelaide Lightning","Lightning",74,99,-25,"L","200:00","27","70","38","6","21","28","21","49","42","14","18","77","16","14","30","20","15","9","0","5","19","18","74","13","16","9","20","38","0.38333333333333","6","1","1","5","1","4","0","2"
"2018",913499,"Bendigo Spirit","Spirit","home","Sydney Uni Flames","Flames",66,64,2,"W","200:00","22","63","34","8","26","30","14","37","37","14","18","77","23","16","39","14","8","8","2","5","12","18","66","14","17","7","13","24","2.465","8","16","9","4","4","0","3","3"
"2018",913499,"Sydney Uni Flames","Flames","away","Bendigo Spirit","Spirit",64,66,-2,"L","200:00","21","59","35","12","25","48","9","34","26","10","13","76","26","16","42","16","15","3","5","2","18","11","64","8","14","0","2","12","31.288333333333","6","16","9","8","3","5","0","10"
"2018",913500,"Townsville Fire","Fire","home","Melbourne Boomers","Boomers",70,78,-8,"L","200:00","26","66","39","8","21","38","18","45","40","10","12","83","28","10","38","11","16","5","1","3","14","12","70","2","9","2","27","30","18.166666666667","7","19","8","7","4","3","1","6"
"2018",913500,"Melbourne Boomers","Boomers","away","Townsville Fire","Fire",78,70,8,"W","200:00","30","63","47","9","25","36","21","38","55","9","12","75","30","4","34","17","14","7","3","1","12","14","78","21","4","5","15","28","16.5","9","19","8","1","1","0","1","8"
"2018",913502,"Bendigo Spirit","Spirit","home","Dandenong Rangers","Rangers",65,81,-16,"L","200:00","23","70","32","6","21","28","17","49","34","13","15","86","19","19","38","12","17","6","3","2","20","16","65","13","17","8","26","30","0.38333333333333","7","2","2","6","3","3","1","2"
"2018",913502,"Dandenong Rangers","Rangers","away","Bendigo Spirit","Spirit",81,65,16,"W","200:00","33","62","53","3","13","23","30","49","61","12","12","100","27","8","35","16","17","11","2","3","16","20","81","26","8","20","12","44","37.9","13","2","2","7","4","3","1","24"
"2018",913503,"Adelaide Lightning","Lightning","home","Townsville Fire","Fire",77,79,-2,"L","200:00","29","63","46","6","12","50","23","51","45","13","16","81","32","3","35","21","16","10","4","5","14","15","77","14","2","8","34","36","26.273333333333","14","14","9","7","7","0","0","10"
"2018",913503,"Townsville Fire","Fire","away","Adelaide Lightning","Lightning",79,77,2,"W","199:59","29","68","42","9","20","45","20","48","41","12","15","80","30","9","39","24","15","7","5","4","15","14","79","17","6","6","29","26","5.445","10","14","9","3","3","0","0","4"
"2018",913501,"Perth Lynx","Lynx","home","Melbourne Boomers","Boomers",69,89,-20,"L","200:00","22","70","31","4","17","23","18","53","33","21","26","80","28","11","39","7","10","11","3","5","12","20","69","18","4","22","11","28","0.81666666666666","5","3","2","7","4","3","0","2"
"2018",913501,"Melbourne Boomers","Boomers","away","Perth Lynx","Lynx",89,69,20,"W","200:00","36","78","46","15","40","37","21","38","55","2","3","66","38","13","51","23","17","3","5","3","20","12","89","7","17","30","21","36","38.333333333333","8","3","2","3","2","1","2","25"
"2018",913506,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire",79,75,4,"W","200:00","30","74","40","11","29","37","19","45","42","8","11","72","30","15","45","22","12","8","4","0","11","11","79","10","11","7","13","32","34.87","12","5","3","3","2","1","0","19"
"2018",913506,"Townsville Fire","Fire","away","Melbourne Boomers","Boomers",75,79,-4,"L","200:00","31","67","46","6","16","37","25","51","49","7","8","87","31","7","38","13","11","7","0","4","14","11","75","14","9","2","27","38","2.6333333333333","10","5","3","6","4","2","0","6"
"2018",913505,"UC Capitals","Capitals","home","Dandenong Rangers","Rangers",77,65,12,"W","200:00","28","63","44","5","18","27","23","45","51","16","24","66","30","15","45","19","13","6","6","0","17","20","77","10","10","10","8","36","38.216666666667","8","4","2","6","4","2","1","22"
"2018",913505,"Dandenong Rangers","Rangers","away","UC Capitals","Capitals",65,77,-12,"L","200:00","25","65","38","2","13","15","23","52","44","13","14","92","23","10","33","16","13","9","0","6","20","17","65","13","9","8","12","40","0.93333333333333","7","4","2","2","1","1","0","2"
"2018",913504,"Sydney Uni Flames","Flames","home","Bendigo Spirit","Spirit",55,67,-12,"L","200:00","20","63","31","6","28","21","14","35","40","9","13","69","28","8","36","13","14","8","6","5","15","16","55","11","7","2","7","24","12.7","5","6","3","3","3","0","1","10"
"2018",913504,"Bendigo Spirit","Spirit","away","Sydney Uni Flames","Flames",67,55,12,"W","200:00","24","65","36","8","24","33","16","41","39","11","17","64","36","14","50","15","16","6","5","6","16","15","67","7","11","3","24","28","25.733333333333","11","6","3","9","8","1","1","17"
"2018",913507,"UC Capitals","Capitals","home","Melbourne Boomers","Boomers",72,70,2,"W","200:00","27","65","41","4","15","26","23","50","46","14","17","82","35","11","46","11","14","9","5","3","9","13","72","7","6","2","13","36","4.185","7","12","7","5","3","2","0","4"
"2018",913507,"Melbourne Boomers","Boomers","away","UC Capitals","Capitals",70,72,-2,"L","200:00","30","76","39","7","31","22","23","45","51","3","3","100","28","10","38","11","11","8","3","5","13","9","70","14","12","6","4","40","32.14","10","12","7","4","2","2","0","11"
"2018",913508,"Dandenong Rangers","Rangers","home","Adelaide Lightning","Lightning",70,60,10,"W","200:00","27","65","41","4","10","40","23","55","41","12","14","85","33","11","44","14","16","9","3","5","17","18","70","15","7","10","6","40","37.883333333333","11","3","3","7","5","2","0","17"
"2018",913508,"Adelaide Lightning","Lightning","away","Dandenong Rangers","Rangers",60,70,-10,"L","200:01","23","70","32","6","20","30","17","50","34","8","10","80","29","14","43","12","19","8","5","3","18","17","60","15","15","2","6","16","0","6","3","3","4","1","3","0",
"2018",913510,"Sydney Uni Flames","Flames","home","Perth Lynx","Lynx",67,113,-46,"L","200:00","23","79","29","8","31","25","15","48","31","13","16","81","18","19","37","14","18","8","2","7","22","22","67","11","6","7","26","26","3.4833333333333","5","1","0","10","2","8","0","6"
"2018",913510,"Perth Lynx","Lynx","away","Sydney Uni Flames","Flames",113,67,46,"W","200:00","41","71","57","5","15","33","36","56","64","26","32","81","38","15","53","19","16","14","7","2","22","22","113","26","16","38","25","66","36.283333333333","13","1","0","5","4","1","1","48"
"2018",913511,"Melbourne Boomers","Boomers","home","Adelaide Lightning","Lightning",84,82,2,"W","200:00","30","70","42","9","28","32","21","42","50","15","17","88","22","12","34","16","12","9","2","1","20","13","84","15","9","7","9","22","31.246666666667","7","17","10","2","2","0","0","11"
"2018",913511,"Adelaide Lightning","Lightning","away","Melbourne Boomers","Boomers",82,84,-2,"L","200:00","29","63","46","3","9","33","26","54","48","21","25","84","30","14","44","7","16","7","1","2","13","20","82","11","14","7","6","34","3.2566666666667","7","17","10","7","5","2","0","2"
"2018",913512,"Townsville Fire","Fire","home","Bendigo Spirit","Spirit",93,51,42,"W","200:00","33","69","47","7","19","36","26","50","52","20","25","80","30","17","47","19","6","5","6","4","14","21","93","25","16","4","35","44","39.666666666667","19","0","0","8","5","3","0","44"
"2018",913512,"Bendigo Spirit","Spirit","away","Townsville Fire","Fire",51,93,-42,"L","200:00","20","64","31","6","22","27","14","42","33","5","8","62","21","16","37","8","15","2","4","6","23","13","51","5","12","0","22","20","0","5","0","0","6","3","3","2",
"2018",913513,"Dandenong Rangers","Rangers","home","Adelaide Lightning","Lightning",80,86,-6,"L","200:00","31","68","45","4","18","22","27","50","54","14","19","73","22","9","31","16","13","7","1","2","19","20","80","14","2","4","8","42","14","6","6","4","5","2","3","1","11"
"2018",913513,"Adelaide Lightning","Lightning","away","Dandenong Rangers","Rangers",86,80,6,"W","200:00","35","68","51","7","18","38","28","50","56","9","14","64","29","12","41","21","21","7","2","1","20","19","86","5","8","10","28","48","23.8","7","6","4","5","1","4","2","8"
"2018",913514,"Perth Lynx","Lynx","home","UC Capitals","Capitals",88,84,4,"W","200:00","33","75","44","9","24","37","24","51","47","13","19","68","29","14","43","19","12","10","0","3","17","22","88","8","21","7","18","32","21.783333333333","8","7","3","6","1","5","0","9"
"2018",913514,"UC Capitals","Capitals","away","Perth Lynx","Lynx",84,88,-4,"L","200:00","30","70","42","8","28","28","22","42","52","16","20","80","31","12","43","18","15","7","3","0","22","17","84","4","13","10","32","42","16.883333333333","14","7","3","2","2","0","0","15"
"2018",913515,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire",73,67,6,"W","200:00","30","66","45","6","21","28","24","45","53","7","9","77","25","11","36","20","20","17","4","0","14","13","73","26","15","17","12","36","34.633333333333","8","7","3","3","2","1","0","18"
"2018",913515,"Townsville Fire","Fire","away","Melbourne Boomers","Boomers",67,73,-6,"L","199:59","24","62","38","8","27","29","16","35","45","11","13","84","24","12","36","14","21","7","0","4","13","14","67","17","12","4","33","24","1.5833333333333","7","7","3","1","1","0","0","2"
"2018",913516,"Sydney Uni Flames","Flames","home","Bendigo Spirit","Spirit",85,64,21,"W","200:00","30","57","52","11","25","44","19","32","59","14","20","70","24","13","37","20","13","7","4","4","15","21","85","14","13","2","14","32","39.083333333333","13","3","1","3","0","3","2","31"
"2018",913516,"Bendigo Spirit","Spirit","away","Sydney Uni Flames","Flames",64,85,-21,"L","200:00","25","58","43","3","17","17","22","41","53","11","17","64","16","11","27","16","13","5","4","4","21","15","64","18","13","4","31","38","0.6","5","3","1","7","5","2","2","2"
"2018",913517,"Adelaide Lightning","Lightning","home","UC Capitals","Capitals",91,83,8,"W","200:00","31","70","44","4","19","21","27","51","52","25","28","89","38","10","48","18","9","5","3","3","15","21","91","11","10","15","18","34","26.461666666667","6","19","10","7","3","4","1","9"
"2018",913517,"UC Capitals","Capitals","away","Adelaide Lightning","Lightning",83,91,-8,"L","200:00","32","79","40","8","27","29","24","52","46","11","15","73","31","12","43","24","11","4","3","3","21","15","83","11","6","13","15","38","6.8","6","19","10","3","2","1","0","5"
"2018",913518,"Sydney Uni Flames","Flames","home","Adelaide Lightning","Lightning",72,82,-10,"L","200:00","21","69","30","10","28","35","11","41","26","20","26","76","23","14","37","14","13","12","4","1","26","22","72","15","19","7","18","18","1.5666666666667","8","1","0","6","4","2","0","4"
"2018",913518,"Adelaide Lightning","Lightning","away","Sydney Uni Flames","Flames",82,72,10,"W","200:00","28","60","46","3","12","25","25","48","52","23","35","65","37","14","51","19","18","7","1","4","22","25","82","11","13","4","10","36","38.116666666667","15","1","0","10","7","3","0","20"
"2018",913520,"Townsville Fire","Fire","home","Adelaide Lightning","Lightning",70,85,-15,"L","199:59","25","64","39","6","26","23","19","38","50","14","20","70","22","16","38","11","16","6","4","4","13","20","70","6","13","2","21","38","1.6","10","3","3","9","3","6","1","4"
"2018",913520,"Adelaide Lightning","Lightning","away","Townsville Fire","Fire",85,70,15,"W","200:01","34","77","44","9","22","40","25","55","45","8","11","72","26","23","49","15","13","8","4","4","20","13","85","20","22","2","18","44","37.216666666667","9","3","3","6","2","4","1","15"
"2018",913519,"Perth Lynx","Lynx","home","Bendigo Spirit","Spirit",86,68,18,"W","200:00","33","84","39","4","19","21","29","65","44","16","18","88","27","19","46","18","4","11","3","4","9","15","86","22","17","11","8","44","22.966666666667","19","3","1","6","3","3","0","19"
"2018",913519,"Bendigo Spirit","Spirit","away","Perth Lynx","Lynx",68,86,-18,"L","200:00","25","67","37","12","37","32","13","30","43","6","7","85","33","13","46","21","19","1","4","3","15","9","68","6","7","2","4","16","15.066666666667","7","3","1","8","4","4","1","11"
"2018",913522,"UC Capitals","Capitals","home","Bendigo Spirit","Spirit",94,63,31,"W","200:00","36","73","49","3","14","21","33","59","55","19","19","100","30","9","39","24","9","9","6","4","15","18","94","14","6","11","33","62","38.716666666667","12","0","0","7","4","3","0","31"
"2018",913522,"Bendigo Spirit","Spirit","away","UC Capitals","Capitals",63,94,-31,"L","200:00","21","61","34","6","22","27","15","39","38","15","17","88","27","10","37","16","18","6","4","6","18","15","63","3","16","2","13","16","0","8","0","0","5","1","4","0",
"2018",913523,"Dandenong Rangers","Rangers","home","Perth Lynx","Lynx",96,76,20,"W","200:00","34","66","51","3","9","33","31","57","54","25","28","89","27","15","42","25","13","7","3","1","12","20","96","17","13","11","15","54","37.866666666667","14","5","3","5","3","2","0","29"
"2018",913523,"Perth Lynx","Lynx","away","Dandenong Rangers","Rangers",76,96,-20,"L","199:59","30","68","44","12","29","41","18","39","46","4","8","50","19","13","32","15","17","3","1","3","20","12","76","16","11","0","13","30","0.6","6","5","3","2","1","1","1","2"
"2018",913526,"Sydney Uni Flames","Flames","home","Dandenong Rangers","Rangers",73,106,-33,"L","200:00","27","75","36","4","24","16","23","51","45","15","19","78","18","15","33","16","10","8","2","2","18","19","73","8","19","5","29","40","0.11666666666667","6","4","4","2","1","1","0","2"
"2018",913526,"Dandenong Rangers","Rangers","away","Sydney Uni Flames","Flames",106,73,33,"W","200:00","40","69","57","13","24","54","27","45","60","13","15","86","34","10","44","28","13","6","2","2","19","18","106","12","13","15","22","48","37.381666666667","11","4","4","3","3","0","0","33"
"2018",913524,"Adelaide Lightning","Lightning","home","UC Capitals","Capitals",93,73,20,"W","200:00","38","77","49","8","19","42","30","58","51","9","12","75","29","11","40","26","16","8","3","6","11","16","93","12","8","8","19","52","34.65","13","5","2","4","3","1","0","28"
"2018",913524,"UC Capitals","Capitals","away","Adelaide Lightning","Lightning",73,93,-20,"L","200:00","31","76","40","5","23","21","26","53","49","6","9","66","29","16","45","20","21","11","6","3","18","11","73","10","13","1","32","42","4.15","6","5","2","5","3","2","0","5"
"2018",913525,"Townsville Fire","Fire","home","Perth Lynx","Lynx",97,72,25,"W","200:00","33","65","50","16","25","64","17","40","42","15","21","71","33","12","45","19","16","7","2","4","17","20","97","13","11","9","36","26","38.683333333333","12","5","1","6","5","1","0","31"
"2018",913525,"Perth Lynx","Lynx","away","Townsville Fire","Fire",72,97,-25,"L","200:00","24","65","36","8","26","30","16","39","41","16","19","84","21","9","30","13","11","9","4","2","20","17","72","13","11","15","23","22","0.98333333333333","8","5","1","3","2","1","0","2"
"2018",913527,"Melbourne Boomers","Boomers","home","Adelaide Lightning","Lightning",83,78,5,"W","200:00","31","65","47","10","23","43","21","42","50","11","12","91","30","8","38","17","13","5","4","2","15","11","83","7","6","7","25","40","1.205","8","7","4","3","2","1","0","5"
"2018",913527,"Adelaide Lightning","Lightning","away","Melbourne Boomers","Boomers",78,83,-5,"L","200:00","29","70","41","7","14","50","22","56","39","13","17","76","27","12","39","14","9","8","2","4","11","15","78","8","8","11","14","36","37.611666666667","8","7","4","5","4","1","0","14"
"2018",913528,"Dandenong Rangers","Rangers","home","Bendigo Spirit","Spirit",87,63,24,"W","200:00","34","66","51","11","19","57","23","47","48","8","12","66","36","9","45","30","13","6","3","3","16","12","87","12","8","10","15","30","39.616666666667","12","0","0","5","3","2","1","28"
"2018",913528,"Bendigo Spirit","Spirit","away","Dandenong Rangers","Rangers",63,87,-24,"L","200:00","22","66","33","7","23","30","15","43","34","12","19","63","22","10","32","17","10","6","3","3","12","16","63","15","8","4","16","26","0","6","0","0","1","0","1","0",
"2018",913530,"UC Capitals","Capitals","home","Dandenong Rangers","Rangers",87,60,27,"W","200:00","30","70","42","7","23","30","23","47","48","20","25","80","32","12","44","24","6","10","5","1","19","21","87","18","11","15","24","42","38.933333333333","13","1","1","5","5","0","0","31"
"2018",913530,"Dandenong Rangers","Rangers","away","UC Capitals","Capitals",60,87,-27,"L","200:01","20","57","35","6","17","35","14","40","35","14","20","70","29","9","38","13","17","3","1","5","21","19","60","0","6","6","22","16","0","8","1","1","11","5","6","0",
