"season","page_id","team_name","team_short_name","home_away_flag","team_name_opp","team_short_name_opp","points_total","points_total_opp","points_margin","team_result","minutes","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on","fouls_total","points","points_from_turnovers","points_second_chance","points_fast_break","bench_points","points_in_the_paint","time_leading","biggest_lead","biggest_scoring_run","lead_changes","times_scores_level","fouls_team","rebounds_team","rebounds_team_defensive","rebounds_team_offensive","turnovers_team"
"2019",1330543,"Southside Flyers","Flyers","away","Melbourne Boomers","Boomers",75,73,2,"W","225:00","30","75","40","4","24","16","26","51","50","11","13","84","29","15","44","15","21","12","6","4","16","18","16","75","10","7","6","0","42","5.6683333333333","5","8","4","6","0","4","0","4","0"
"2019",1330545,"Adelaide Lightning","Lightning","home","Townsville Fire","Fire",77,60,17,"W","200:00","30","65","46","4","11","36","26","54","48","13","17","76","37","9","46","20","10","3","5","3","10","18","10","77","14","6","10","10","40","33.291666666667","18","8","3","8","0","5","4","1","0"
"2019",1330545,"Townsville Fire","Fire","away","Adelaide Lightning","Lightning",60,77,-17,"L","200:00","22","68","32","9","27","33","13","41","31","7","8","87","28","10","38","13","11","5","3","5","18","10","18","60","11","2","0","9","20","2.8833333333333","3","8","3","8","0","2","0","2","0"
"2019",1330544,"UC Capitals","Capitals","home","Melbourne Boomers","Boomers",76,75,1,"W","225:00","28","76","36","4","19","21","24","57","42","16","23","69","32","19","51","11","17","13","1","7","13","20","13","76","14","21","6","3","42","27.1","10","8","8","10","0","5","1","4","0"
"2019",1330544,"Melbourne Boomers","Boomers","away","UC Capitals","Capitals",75,76,-1,"L","225:00","31","70","44","6","19","31","25","51","49","7","8","87","31","8","39","10","16","6","7","1","20","13","20","75","23","2","11","7","46","10.13","6","7","8","10","0","7","5","2","0"
"2019",1330546,"Sydney Uni Flames","Flames","home","Melbourne Boomers","Boomers",62,76,-14,"L","200:00","25","64","39","5","25","20","20","39","51","7","12","58","23","13","36","14","17","7","3","3","11","16","11","62","11","12","0","27","32","4.8333333333333","5","8","5","2","0","3","2","1","1"
"2019",1330546,"Melbourne Boomers","Boomers","away","Sydney Uni Flames","Flames",76,62,14,"W","200:00","32","67","47","8","22","36","24","45","53","4","5","80","25","11","36","25","11","6","3","3","16","11","16","76","22","5","7","10","36","34.15","15","15","5","2","0","4","2","2","0"
"2019",1330547,"Bendigo Spirit","Spirit","home","Southside Flyers","Flyers",76,91,-15,"L","200:00","28","76","36","8","23","34","20","53","37","12","13","92","26","16","42","13","16","4","4","4","21","14","21","76","21","16","4","20","38","0.1","2","10","1","1","0","4","3","1","0"
"2019",1330547,"Southside Flyers","Flyers","away","Bendigo Spirit","Spirit",91,76,15,"W","200:00","36","76","47","5","15","33","31","61","50","14","24","58","33","19","52","20","15","5","4","4","14","21","14","91","10","17","6","15","58","38.766666666667","26","8","1","1","0","8","6","2","0"
"2019",1330548,"Perth Lynx","Lynx","home","Townsville Fire","Fire",95,62,33,"W","200:00","36","69","52","9","27","33","27","42","64","14","18","77","30","9","39","17","10","11","0","2","18","23","18","95","30","4","14","43","44","31.616666666667","36","17","1","1","0","2","1","1","1"
"2019",1330548,"Townsville Fire","Fire","away","Perth Lynx","Lynx",62,95,-33,"L","200:00","23","62","37","5","26","19","18","36","50","11","16","68","26","9","35","12","18","2","2","0","23","18","23","62","11","8","1","12","34","6.7833333333333","11","5","1","1","0","3","3","0","0"
"2019",1330549,"Southside Flyers","Flyers","home","UC Capitals","Capitals",74,98,-24,"L","200:00","33","73","45","6","19","31","27","54","50","2","2","100","21","16","37","16","18","5","1","3","18","12","18","74","8","10","7","11","44","0",,"7","0","0","0","4","0","4","0"
"2019",1330549,"UC Capitals","Capitals","away","Southside Flyers","Flyers",98,74,24,"W","200:00","38","75","50","9","23","39","29","52","55","13","19","68","24","18","42","19","11","8","3","1","12","18","12","98","22","13","6","5","38","39.716666666667","29","11","0","0","0","6","5","1","0"
"2019",1330537,"UC Capitals","Capitals","home","Perth Lynx","Lynx",89,75,14,"W","200:00","39","75","52","5","22","22","34","53","64","6","8","75","36","5","41","26","14","8","6","1","14","11","14","89","17","4","13","12","54","37.833333333333","20","10","2","5","0","1","0","1","0"
"2019",1330537,"Perth Lynx","Lynx","away","UC Capitals","Capitals",75,89,-14,"L","200:00","29","73","39","9","32","28","20","41","48","8","10","80","32","9","41","13","16","8","1","6","11","14","11","75","6","7","4","27","28","0.36666666666667","1","10","2","5","0","8","7","1","0"
"2019",1330550,"Bendigo Spirit","Spirit","home","Perth Lynx","Lynx",66,89,-23,"L","200:00","26","67","38","5","23","21","21","44","47","9","11","81","35","10","45","14","19","3","1","5","13","8","13","66","9","4","3","33","36","0.73333333333333","2","8","2","4","0","2","1","1","0"
"2019",1330550,"Perth Lynx","Lynx","away","Bendigo Spirit","Spirit",89,66,23,"W","200:00","35","81","43","15","27","55","20","54","37","4","7","57","32","13","45","19","9","11","5","1","8","13","8","89","15","12","4","18","28","37.183333333333","33","12","2","4","0","6","5","1","0"
"2019",1330551,"Townsville Fire","Fire","home","Melbourne Boomers","Boomers",68,79,-11,"L","200:00","24","58","41","10","24","41","14","34","41","10","15","66","25","9","34","21","16","9","2","4","15","16","15","68","14","5","2","10","20","18.291666666667","7","6","16","9","0","4","2","2","1"
"2019",1330551,"Melbourne Boomers","Boomers","away","Townsville Fire","Fire",79,68,11,"W","200:00","32","67","47","5","17","29","27","50","54","10","10","100","27","9","36","24","13","9","4","2","16","15","16","79","26","9","6","12","48","17.1","12","9","16","9","0","0","0","0","0"
"2019",1330552,"Southside Flyers","Flyers","home","Adelaide Lightning","Lightning",81,69,12,"W","200:00","29","63","46","8","18","44","21","45","46","15","21","71","23","15","38","17","19","8","1","5","18","19","18","81","16","8","6","4","34","39.583333333333","21","7","0","0","0","7","1","6","2"
"2019",1330552,"Adelaide Lightning","Lightning","away","Southside Flyers","Flyers",69,81,-12,"L","200:00","28","59","47","3","16","18","25","43","58","10","18","55","19","12","31","14","19","8","5","1","19","18","19","69","17","13","5","13","36","0",,"8","0","0","0","3","0","3","2"
"2019",1330553,"UC Capitals","Capitals","home","Sydney Uni Flames","Flames",82,66,16,"W","200:00","32","72","44","6","18","33","26","54","48","12","14","85","28","12","40","21","10","15","4","7","11","11","11","82","22","14","19","22","46","29.15","18","9","3","6","0","8","2","6","0"
"2019",1330553,"Sydney Uni Flames","Flames","away","UC Capitals","Capitals",66,82,-16,"L","200:00","27","66","40","7","19","36","20","47","42","5","7","71","27","12","39","16","20","8","7","4","11","11","11","66","4","12","0","21","34","8.0066666666667","5","11","3","6","0","6","3","3","1"
"2019",1330555,"Adelaide Lightning","Lightning","home","Perth Lynx","Lynx",75,74,1,"W","200:00","29","77","37","7","22","31","22","55","40","10","14","71","35","12","47","19","15","7","5","3","8","12","8","75","8","10","6","14","34","24.533333333333","5","7","12","10","0","2","2","0","0"
"2019",1330555,"Perth Lynx","Lynx","away","Adelaide Lightning","Lightning",74,75,-1,"L","200:00","29","74","39","9","25","36","20","49","40","7","9","77","38","9","47","13","18","11","3","5","12","8","12","74","20","11","6","15","24","10.106666666667","7","9","12","10","0","5","4","1","1"
"2019",1330554,"Sydney Uni Flames","Flames","home","Bendigo Spirit","Spirit",78,68,10,"W","200:00","30","67","44","11","25","44","19","42","45","7","11","63","30","11","41","19","15","10","5","3","11","14","11","78","15","8","6","16","30","21.966666666667","11","13","13","1","0","3","2","1","0"
"2019",1330554,"Bendigo Spirit","Spirit","away","Sydney Uni Flames","Flames",68,78,-10,"L","200:00","26","76","34","9","31","29","17","45","37","7","8","87","28","20","48","14","16","7","3","5","14","11","14","68","14","11","2","14","26","16.783333333333","6","8","13","1","0","9","5","4","1"
"2019",1330556,"UC Capitals","Capitals","home","Adelaide Lightning","Lightning",73,71,2,"W","200:00","28","80","35","7","25","28","21","55","38","10","13","76","25","20","45","18","8","10","8","2","17","15","17","73","24","19","12","7","40","17.145","7","7","11","4","0","4","1","3","0"
"2019",1330556,"Adelaide Lightning","Lightning","away","UC Capitals","Capitals",71,73,-2,"L","200:00","26","64","40","6","20","30","20","44","45","13","16","81","33","13","46","19","16","3","2","8","15","17","15","71","9","8","6","19","36","19.771666666667","10","8","11","4","0","7","2","5","0"
"2019",1330557,"Townsville Fire","Fire","home","Bendigo Spirit","Spirit",69,89,-20,"L","200:00","27","71","38","9","32","28","18","39","46","6","9","66","24","14","38","23","8","5","3","2","11","12","11","69","6","11","3","11","30","3.6666666666667","4","7","5","3","0","2","2","0","0"
"2019",1330557,"Bendigo Spirit","Spirit","away","Townsville Fire","Fire",89,69,20,"W","200:00","34","67","50","13","29","44","21","38","55","8","9","88","32","8","40","23","7","5","2","3","12","11","12","89","13","11","14","14","32","34.1","23","12","5","3","0","8","4","4","0"
"2019",1330558,"Melbourne Boomers","Boomers","home","Perth Lynx","Lynx",104,75,29,"W","200:00","38","73","52","16","29","55","22","44","50","12","18","66","34","15","49","30","15","10","4","2","14","18","14","104","18","13","17","27","40","36.383333333333","32","9","5","1","0","3","1","2","1"
"2019",1330558,"Perth Lynx","Lynx","away","Melbourne Boomers","Boomers",75,104,-29,"L","200:00","30","71","42","9","20","45","21","51","41","6","9","66","22","9","31","12","14","6","2","4","18","14","18","75","13","11","2","20","30","1.9833333333333","2","6","5","1","0","5","1","4","0"
"2019",1330559,"Southside Flyers","Flyers","home","Sydney Uni Flames","Flames",78,61,17,"W","200:00","29","56","51","6","14","42","23","42","54","14","17","82","31","10","41","20","21","9","3","2","11","14","11","78","17","6","8","23","32","37.45","28","18","0","3","0","5","2","3","3"
"2019",1330559,"Sydney Uni Flames","Flames","away","Southside Flyers","Flyers",61,78,-17,"L","200:00","26","63","41","5","20","25","21","43","48","4","5","80","17","6","23","10","14","9","2","3","14","11","15","61","8","2","0","19","32","0",,"8","0","3","1","3","1","2","1"
"2019",1526630,"Southside Flyers","Flyers","home","Adelaide Lightning","Lightning",68,65,3,"W","200:00","27","75","36","6","17","35","21","58","36","8","9","88","30","16","46","15","10","9","4","5","12","15","12","68","18","15","9","7","32","17.966666666667","12","12","6","4","0","6","4","2","0"
"2019",1526630,"Adelaide Lightning","Lightning","away","Southside Flyers","Flyers",65,68,-3,"L","200:00","26","71","36","4","18","22","22","53","41","9","10","90","32","15","47","17","13","5","5","4","15","12","15","65","10","6","10","16","40","19.783333333333","13","11","6","4","0","8","5","3","0"
"2019",1526632,"Adelaide Lightning","Lightning","home","Southside Flyers","Flyers",79,82,-3,"L","200:00","32","71","45","5","14","35","27","57","47","10","12","83","33","12","45","24","12","7","6","2","14","13","14","79","12","14","12","5","42","1.5916666666667","3","9","8","5","0","2","1","1","0"
"2019",1526632,"Southside Flyers","Flyers","away","Adelaide Lightning","Lightning",82,79,3,"W","200:00","32","77","41","12","25","48","20","52","38","6","7","85","29","13","42","22","10","10","2","6","13","14","13","82","19","14","11","0","34","36.345","12","12","8","5","0","10","5","5","0"
"2019",1526631,"UC Capitals","Capitals","home","Melbourne Boomers","Boomers",84,70,14,"W","200:00","32","73","43","6","21","28","26","52","50","14","17","82","32","15","47","22","17","11","2","5","18","16","18","84","12","14","11","12","42","18.168333333333","14","11","8","14","0","5","2","3","0"
"2019",1526631,"Melbourne Boomers","Boomers","away","UC Capitals","Capitals",70,84,-14,"L","200:00","25","60","41","6","21","28","19","39","48","14","19","73","26","5","31","15","16","12","5","2","16","18","16","70","15","5","5","3","30","15.143333333333","7","7","8","14","0","3","3","0","0"
"2019",1526633,"Melbourne Boomers","Boomers","home","UC Capitals","Capitals",88,76,12,"W","200:00","35","69","50","6","22","27","29","47","61","12","16","75","34","11","45","17","14","9","8","0","19","17","19","88","17","6","4","9","44","39.366666666667","18","7","0","1","0","6","4","2","0"
"2019",1526633,"UC Capitals","Capitals","away","Melbourne Boomers","Boomers",76,88,-12,"L","200:00","29","69","42","6","17","35","23","52","44","12","17","70","23","8","31","13","11","8","0","8","17","19","17","76","16","7","2","8","34","0",,"7","0","1","0","5","2","3","0"
"2019",1526635,"UC Capitals","Capitals","home","Melbourne Boomers","Boomers",77,64,13,"W","200:00","30","66","45","2","14","14","28","52","53","15","22","68","31","7","38","22","12","11","3","7","9","15","9","77","16","5","12","5","44","39.3","13","10","0","0","0","4","1","3","0"
"2019",1526635,"Melbourne Boomers","Boomers","away","UC Capitals","Capitals",64,77,-13,"L","200:00","27","66","40","7","25","28","20","41","48","3","5","60","32","9","41","14","21","11","7","3","15","8","15","64","11","8","5","17","32","0",,"6","0","0","0","3","3","0","2"
"2019",1526636,"Southside Flyers","Flyers","home","UC Capitals","Capitals",80,82,-2,"L","200:00","33","69","47","5","19","26","28","50","56","9","9","100","29","6","35","15","12","4","3","1","11","10","11","80","10","6","4","16","46","15.051666666667","6","8","14","14","0","5","4","1","0"
"2019",1526636,"UC Capitals","Capitals","away","Southside Flyers","Flyers",82,80,2,"W","200:00","35","75","46","5","17","29","30","58","51","7","9","77","29","12","41","19","10","7","1","3","10","11","10","82","21","10","4","8","54","17.681666666667","6","8","14","14","0","4","1","3","0"
"2019",1526637,"UC Capitals","Capitals","home","Southside Flyers","Flyers",71,68,3,"W","200:00","27","70","38","4","16","25","23","54","42","13","20","65","32","13","45","15","12","7","3","2","11","21","11","71","17","16","11","4","40","10.261666666667","7","15","9","2","0","3","2","1","0"
"2019",1526637,"Southside Flyers","Flyers","away","UC Capitals","Capitals",68,71,-3,"L","200:00","27","70","38","6","20","30","21","50","42","8","15","53","32","14","46","13","13","4","2","3","21","11","21","68","8","12","2","0","30","27.971666666667","16","7","9","2","0","4","3","1","1"
