"season","page_id","team_name","team_short_name","home_away_flag","team_name_opp","team_short_name_opp","points_total","points_total_opp","points_margin","team_result","minutes","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on","points","points_from_turnovers","points_second_chance","points_fast_break","bench_points","points_in_the_paint","time_leading","biggest_lead","biggest_scoring_run","lead_changes","times_scores_level","rebounds_team","rebounds_team_defensive","rebounds_team_offensive","efficiency_custom","turnovers_team"
"2016",311892,"UC Capitals","Capitals","away","Perth Lynx","Lynx",72,84,-12,"L","199:55","28","65","43","6","16","37","22","49","44","10","14","71","25","13","38","15","15","4","3","6","13","16","72","14","8","6","19","30","1.5626666666667","2","6","12","3","5","3","2","0","0"
"2016",311893,"Bendigo Spirit","Spirit","home","Townsville Fire","Fire",77,83,-6,"L","199:54","27","69","39","10","24","41","17","45","37","13","20","65","27","15","42","13","10","5","4","10","24","15","77","20","8","8","22","28","1.1431666666667","2","13","9","4","4","1","3","0","0"
"2016",311893,"Townsville Fire","Fire","away","Bendigo Spirit","Spirit",83,77,6,"W","199:55","27","56","48","6","15","40","21","41","51","23","29","79","28","5","33","17","14","5","10","3","15","24","83","10","2","6","17","34","36.572333333333","25","15","9","4","3","2","1","0","1"
"2016",311894,"Melbourne Boomers","Boomers","home","Sydney Uni Flames","Flames",67,72,-5,"L","199:54","23","66","34","5","15","33","18","51","35","16","18","88","32","9","41","13","14","6","2","3","21","16","67","11","11","2","27","24","4.456","3","10","16","8","6","3","3","0","1"
"2016",311894,"Sydney Uni Flames","Flames","away","Melbourne Boomers","Boomers",72,67,5,"W","199:56","24","66","36","2","16","12","22","50","44","22","28","78","32","11","43","15","13","9","3","2","16","21","72","13","8","7","8","32","30.124166666667","9","9","16","8","2","1","1","0","2"
"2016",311895,"Townsville Fire","Fire","home","Dandenong Rangers","Rangers",83,66,17,"W","199:56","37","81","45","3","20","15","34","61","55","6","9","66","34","18","52","18","8","2","4","3","18","16","83","11","18","0","14","62","39.773833333333","31","12","0","0","4","3","1","0","0"
"2016",311895,"Dandenong Rangers","Rangers","away","Townsville Fire","Fire",66,83,-17,"L","199:55","22","68","32","9","23","39","13","45","28","13","21","61","28","14","42","16","12","2","3","4","16","17","66","3","13","0","21","18","0",,"11","0","0","3","2","1","0","0"
"2016",311896,"Adelaide Lightning","Lightning","home","Melbourne Boomers","Boomers",72,85,-13,"L","200:01","31","77","40","4","18","22","27","59","45","6","13","46","30","15","45","22","14","6","3","1","18","13","72","11","13","6","28","46","27.513166666667","8","8","9","6","1","1","0","0","0"
"2016",311896,"Melbourne Boomers","Boomers","away","Adelaide Lightning","Lightning",85,72,13,"W","200:00","29","72","40","8","14","57","21","58","36","19","23","82","34","14","48","17","11","8","1","3","13","18","85","13","11","5","18","34","8.6801666666667","16","7","9","6","4","3","1","0","1"
"2016",311898,"Sydney Uni Flames","Flames","home","Dandenong Rangers","Rangers",81,77,4,"W","199:56","28","68","41","12","23","52","16","45","35","13","18","72","27","15","42","25","18","7","6","8","19","18","81","15","15","8","19","26","6.6343333333333","5","9","5","3","7","4","3","0","0"
"2016",311898,"Dandenong Rangers","Rangers","away","Sydney Uni Flames","Flames",77,81,-4,"L","199:56","30","70","42","7","19","36","23","51","45","10","12","83","26","12","38","18","14","8","8","5","18","19","77","15","8","0","11","32","31.190666666667","13","12","5","3","5","1","4","0","0"
"2016",311897,"UC Capitals","Capitals","home","Bendigo Spirit","Spirit",77,52,25,"W","199:56","27","65","41","10","21","47","17","44","38","13","14","92","29","13","42","17","14","7","5","3","19","12","77","17","15","0","30","22","29.9445","28","16","8","5","6","5","1","0","0"
"2016",311897,"Bendigo Spirit","Spirit","away","UC Capitals","Capitals",52,77,-25,"L","199:56","18","55","32","2","11","18","16","44","36","14","20","70","24","9","33","10","16","6","3","5","13","19","52","15","6","2","14","20","6.8845","5","10","8","5","3","0","3","0","2"
"2016",311899,"Perth Lynx","Lynx","home","Melbourne Boomers","Boomers",87,81,6,"W","224:56","31","69","44","11","32","34","20","37","54","14","24","58","36","14","50","16","19","9","8","2","19","21","87","19","12","3","27","36","19.1465","7","8","21","11","3","2","1","0","1"
"2016",311899,"Melbourne Boomers","Boomers","away","Perth Lynx","Lynx",81,87,-6,"L","224:55","30","74","40","12","34","35","18","40","45","9","14","64","29","10","39","22","17","10","2","8","21","18","81","14","12","2","25","26","20.491833333333","9","9","21","11","5","3","2","0","0"
"2016",311900,"UC Capitals","Capitals","home","Adelaide Lightning","Lightning",74,76,-2,"L","199:56","29","68","42","6","18","33","23","50","46","10","10","100","22","9","31","9","10","7","8","3","12","12","74","8","10","0","22","34","0",,"7","2","2","0","0","0","0","0"
"2016",311900,"Adelaide Lightning","Lightning","away","UC Capitals","Capitals",76,74,2,"W","199:49","31","64","48","5","11","45","26","53","49","9","11","81","21","8","29","15","12","3","3","8","12","12","76","11","7","0","3","38","39.032","13","7","2","2","1","1","0","0","1"
"2016",311901,"Dandenong Rangers","Rangers","home","Perth Lynx","Lynx",81,59,22,"W","199:56","30","68","44","11","24","45","19","44","43","10","13","76","28","13","41","18","14","13","2","5","17","14","81","27","10","14","26","30","38.9415","26","11","0","0","8","4","4","0","0"
"2016",311901,"Perth Lynx","Lynx","away","Dandenong Rangers","Rangers",59,81,-22,"L","199:54","19","66","28","5","27","18","14","39","35","16","21","76","24","21","45","12","19","6","5","2","14","17","59","8","13","0","12","24","0",,"6","0","0","7","2","5","0","0"
"2016",311902,"Sydney Uni Flames","Flames","home","Adelaide Lightning","Lightning",98,83,15,"W","199:55","39","60","65","10","17","58","29","43","67","10","10","100","22","3","25","21","15","8","3","5","15","12","98","23","6","8","32","32","39.399","22","12","0","0","3","2","1","0","0"
"2016",311902,"Adelaide Lightning","Lightning","away","Sydney Uni Flames","Flames",83,98,-15,"L","199:55","34","69","49","4","15","26","30","54","55","11","11","100","18","13","31","19","15","7","5","3","12","15","83","16","19","8","22","42","0",,"12","0","0","0","0","0","0","1"
"2016",311903,"Townsville Fire","Fire","home","UC Capitals","Capitals",83,90,-7,"L","199:56","28","65","43","5","20","25","23","45","51","22","26","84","23","8","31","12","13","7","4","2","18","18","83","12","7","2","16","40","12.424666666667","3","7","28","13","2","1","1","0","0"
"2016",311903,"UC Capitals","Capitals","away","Townsville Fire","Fire",90,83,7,"W","199:56","34","67","50","7","16","43","27","51","52","15","20","75","31","14","45","21","17","3","2","4","18","18","90","20","19","0","19","40","23.3525","9","9","28","13","6","5","1","0","0"
"2016",311904,"Melbourne Boomers","Boomers","home","Bendigo Spirit","Spirit",79,80,-1,"L","199:53","28","64","43","8","21","38","20","43","46","15","18","83","16","7","23","13","10","10","2","2","14","17","79","31","8","8","24","32","1.218","2","10","2","2","3","2","1","0","0"
"2016",311904,"Bendigo Spirit","Spirit","away","Melbourne Boomers","Boomers",80,79,1,"W","199:56","30","56","53","7","19","36","23","37","62","13","21","61","30","14","44","19","22","6","2","2","17","14","80","12","13","10","14","42","37.944833333333","16","8","2","2","6","4","2","0","0"
"2016",311905,"Bendigo Spirit","Spirit","home","Perth Lynx","Lynx",73,72,1,"W","199:56","26","66","39","7","15","46","19","51","37","14","15","93","28","13","41","21","12","8","3","7","11","13","73","11","8","6","19","34","19.323333333333","8","11","11","6","5","2","3","0","1"
"2016",311905,"Perth Lynx","Lynx","away","Bendigo Spirit","Spirit",72,73,-1,"L","199:57","27","76","35","12","34","35","15","42","35","6","8","75","28","21","49","17","13","7","7","3","13","11","72","15","21","5","15","26","15.941833333333","12","8","11","6","3","2","1","0","0"
"2016",577304,"Sydney Uni Flames","Flames","home","Townsville Fire","Fire",111,69,42,"W","199:54","42","77","54","10","25","40","32","52","61","17","19","89","30","13","43","17","8","10","4","0","21","24","111","25","16","11","30","48","38.197666666667","49","17","1","1","5","1","4","0","0"
"2016",577304,"Townsville Fire","Fire","away","Sydney Uni Flames","Flames",69,111,-42,"L","199:54","25","65","38","6","19","31","19","46","41","13","22","59","23","14","37","18","18","5","0","4","24","21","69","4","13","3","18","28","0",,"6","1","1","7","4","3","0","0"
"2016",577306,"Townsville Fire","Fire","home","Sydney Uni Flames","Flames",61,76,-15,"L","199:56","20","62","32","5","23","21","15","39","38","16","19","84","40","12","52","10","16","2","2","1","18","20","61","3","12","0","10","24","0.21866666666667","2","9","1","1","8","6","2","0","0"
"2016",577306,"Sydney Uni Flames","Flames","away","Townsville Fire","Fire",76,61,15,"W","199:56","25","77","32","8","26","30","17","51","33","18","19","94","33","11","44","13","4","5","1","2","20","18","76","16","4","0","22","26","37.939833333333","15","8","1","1","6","3","3","0","0"
"2016",577305,"Dandenong Rangers","Rangers","home","Perth Lynx","Lynx",73,66,7,"W","199:55","29","66","43","6","11","54","23","55","41","9","13","69","33","10","43","17","15","8","4","3","16","19","73","12","9","12","25","36","37.7875","25","17","6","3","8","6","2","0","0"
"2016",577305,"Perth Lynx","Lynx","away","Dandenong Rangers","Rangers",66,73,-7,"L","199:55","24","78","30","5","21","23","19","57","33","13","15","86","28","20","48","9","13","8","3","4","19","16","66","18","15","9","22","36","0.7425","1","10","6","3","9","4","5","0","0"
"2016",577307,"Perth Lynx","Lynx","home","Dandenong Rangers","Rangers",91,71,20,"W","199:57","33","75","44","12","26","46","21","49","42","13","20","65","29","15","44","11","13","14","6","1","19","18","91","21","12","6","28","40","36.5675","20","12","8","4","3","1","2","0","0"
"2016",577307,"Dandenong Rangers","Rangers","away","Perth Lynx","Lynx",71,91,-20,"L","199:55","24","69","34","3","21","14","21","48","43","20","22","90","31","17","48","16","19","3","1","6","18","19","71","10","18","0","21","26","1.5656666666667","2","14","8","4","6","5","1","0","0"
"2016",577309,"Dandenong Rangers","Rangers","home","Perth Lynx","Lynx",81,63,18,"W","199:54","28","68","41","6","15","40","22","53","41","19","24","79","31","14","45","15","12","7","1","2","14","24","81","16","3","2","31","34","37.625","20","9","1","1","5","1","4","0","0"
"2016",577309,"Perth Lynx","Lynx","away","Dandenong Rangers","Rangers",63,81,-18,"L","199:56","24","63","38","8","28","28","16","35","45","7","8","87","27","8","35","12","17","8","2","1","24","14","63","5","4","4","22","24","0.22583333333333","2","8","1","1","4","3","1","0","0"
"2016",577310,"Sydney Uni Flames","Flames","home","Dandenong Rangers","Rangers",91,82,9,"W","199:56","37","62","59","6","13","46","31","49","63","11","13","84","21","10","31","23","15","8","5","5","12","13","91","22","14","14","17","44","26.964166666667","9","6","20","9","3","0","3","0","0"
"2016",577310,"Dandenong Rangers","Rangers","away","Sydney Uni Flames","Flames",82,91,-9,"L","199:55","35","72","48","5","18","27","30","54","55","7","9","77","15","14","29","20","12","10","5","5","13","12","82","10","14","4","25","40","8.1868333333333","5","6","20","9","4","1","3","0","0"
"2016",577311,"Dandenong Rangers","Rangers","home","Sydney Uni Flames","Flames",62,75,-13,"L","199:56","24","64","37","5","22","22","19","42","45","9","12","75","24","10","34","10","18","9","2","2","19","17","62","16","9","8","13","28","13.8755","11","8","13","5","5","4","1","0","0"
"2016",577311,"Sydney Uni Flames","Flames","away","Dandenong Rangers","Rangers",75,62,13,"W","199:54","25","68","36","6","19","31","19","49","38","19","24","79","31","20","51","12","16","12","2","2","17","19","75","18","14","8","19","30","24.365333333333","17","10","13","5","4","2","2","0","1"
