"season","page_id","action_number","team_name","team_short_name","home_away_flag","team_name_opp","team_short_name_opp","period_type","period","action_type","sub_type","shot_result","points_scored","x","y","scoreboard_name","shirt_number"
2017,681904,58,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",1,"2pt","jumpshot",1,2,10,47,"S. Blicavs",15
2017,681904,73,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",1,"2pt","jumpshot",0,0,12,44,"c. Mijovic",11
2017,681904,114,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",1,"2pt","jumpshot",0,0,9,60,"S. Blicavs",8
2017,681904,125,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","jumpshot",0,0,23,34,"c. Mijovic",11
2017,681904,127,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","jumpshot",0,0,10,46,"K. Pedersen",2
2017,681904,137,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","jumpshot",0,0,22,60,"S. Blicavs",15
2017,681904,147,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","layup",1,2,14,44,"S. Blicavs",15
2017,681904,156,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","jumpshot",0,0,14,42,"c. Mijovic",11
2017,681904,160,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","layup",1,2,9,42,"K. Pedersen",2
2017,681904,179,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","jumpshot",1,2,23,53,"K. Pedersen",2
2017,681904,182,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"3pt","jumpshot",0,0,19,10,"A. Todhunter",14
2017,681904,191,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","jumpshot",1,2,6,17,"A. Todhunter",14
2017,681904,213,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"3pt","jumpshot",1,3,27,27,"S. Blicavs",15
2017,681904,227,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","jumpshot",0,0,22,70,"S. Blicavs",15
2017,681904,235,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","jumpshot",0,0,10,60,"R. Antoniadou",6
2017,681904,238,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"3pt","jumpshot",0,0,22,15,"A. Todhunter",14
2017,681904,242,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",2,"2pt","jumpshot",0,0,7,87,"R. Antoniadou",6
2017,681904,275,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"2pt","layup",1,2,91,55,"T. Lavey",5
2017,681904,289,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"2pt","layup",1,2,88,63,"S. Blicavs",8
2017,681904,292,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"2pt","alleyoop",1,2,92,49,"S. Blicavs",15
2017,681904,296,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"3pt","jumpshot",1,3,91,98,"S. Blicavs",8
2017,681904,306,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"3pt","jumpshot",0,0,68,35,"S. Blicavs",15
2017,681904,313,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"2pt","jumpshot",0,0,93,44,"K. Pedersen",2
2017,681904,317,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"2pt","jumpshot",0,0,93,61,"K. Pedersen",2
2017,681904,320,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"2pt","jumpshot",0,0,80,68,"c. Mijovic",11
2017,681904,340,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"2pt","jumpshot",0,0,90,12,"A. Todhunter",14
2017,681904,342,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"2pt","jumpshot",1,2,89,64,"c. Mijovic",11
2017,681904,345,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"3pt","jumpshot",0,0,74,14,"S. Blicavs",8
2017,681904,368,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"2pt","jumpshot",0,0,91,43,"S. Blicavs",15
2017,681904,381,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"3pt","jumpshot",0,0,75,84,"S. Blicavs",15
2017,681904,389,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",3,"2pt","jumpshot",0,0,86,63,"S. Blicavs",15
2017,681904,400,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",0,0,94,38,"T. Lavey",5
2017,681904,409,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",0,0,93,57,"T. Lavey",5
2017,681904,414,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",1,2,93,48,"S. Blicavs",15
2017,681904,424,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"3pt","jumpshot",1,3,71,73,"c. Mijovic",11
2017,681904,428,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",0,0,93,41,"K. Pedersen",2
2017,681904,435,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",0,0,95,40,"K. Pedersen",2
2017,681904,437,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",1,2,93,51,"K. Pedersen",2
2017,681904,444,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",0,0,93,27,"c. Mijovic",11
2017,681904,448,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"3pt","jumpshot",0,0,80,11,"S. Blicavs",8
2017,681904,452,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","layup",1,2,90,58,"c. Mijovic",11
2017,681904,456,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",1,2,80,21,"T. Lavey",5
2017,681904,466,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",0,0,80,67,"A. Todhunter",14
2017,681904,470,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",0,0,85,59,"S. Blicavs",15
2017,681904,474,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",0,0,79,68,"K. Pedersen",2
2017,681904,478,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"3pt","jumpshot",1,3,76,14,"T. Lavey",5
2017,681904,503,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",0,0,88,41,"S. Blicavs",15
2017,681904,510,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"2pt","jumpshot",0,0,90,50,"K. Pedersen",2
2017,681904,522,"Dandenong Rangers","Rangers","home","Melbourne Boomers","Boomers","REGULAR",4,"3pt","jumpshot",0,0,72,78,"c. Mijovic",11
2017,681904,6,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",1,2,89,54,"E. Cambage",8
2017,681904,8,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","layup",1,2,91,51,"M. Garrick",23
2017,681904,12,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"3pt","jumpshot",1,3,72,77,"E. Cambage",8
2017,681904,16,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",0,0,90,42,"K. Purcell",32
2017,681904,20,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",1,2,85,67,"J. O'Hea",11
2017,681904,27,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"3pt","jumpshot",1,3,71,72,"K. Purcell",32
2017,681904,33,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","layup",1,2,91,51,"E. Cambage",8
2017,681904,37,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",1,2,83,72,"J. O'Hea",11
2017,681904,40,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"3pt","jumpshot",1,3,67,54,"R. Cole",4
2017,681904,45,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",0,0,91,21,"M. Garrick",23
2017,681904,55,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",0,0,89,46,"R. Cole",4
2017,681904,60,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",0,0,88,56,"B. Smart",3
2017,681904,62,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"3pt","jumpshot",0,0,68,64,"R. Cole",4
2017,681904,64,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",1,2,90,50,"K. Purcell",32
2017,681904,71,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",0,0,86,43,"M. Conti",14
2017,681904,84,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",1,2,80,32,"M. Garrick",23
2017,681904,92,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"3pt","jumpshot",0,0,69,67,"B. Smart",3
2017,681904,104,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",0,0,81,38,"C. Duever",50
2017,681904,107,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","layup",1,2,88,60,"A. Grant",15
2017,681904,116,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",1,"2pt","jumpshot",1,2,93,48,"C. Duever",50
2017,681904,129,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,91,51,"A. Grant",15
2017,681904,139,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,79,43,"E. Cambage",8
2017,681904,143,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,89,43,"R. Cole",4
2017,681904,146,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",1,2,89,41,"R. Cole",4
2017,681904,148,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,88,57,"E. Cambage",8
2017,681904,158,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,87,39,"E. Cambage",8
2017,681904,163,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,92,43,"M. Garrick",23
2017,681904,165,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,89,52,"E. Cambage",8
2017,681904,169,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"3pt","jumpshot",0,0,69,62,"M. Garrick",23
2017,681904,175,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,86,66,"R. Cole",4
2017,681904,181,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",1,2,80,31,"R. Cole",4
2017,681904,189,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","layup",1,2,91,57,"E. Cambage",8
2017,681904,193,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,78,65,"E. Cambage",8
2017,681904,211,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",1,2,90,59,"E. Cambage",8
2017,681904,215,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,93,15,"A. Grant",15
2017,681904,217,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","layup",1,2,91,54,"M. Conti",14
2017,681904,225,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",1,2,94,62,"J. O'Hea",11
2017,681904,229,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,91,22,"B. Smart",3
2017,681904,240,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"2pt","jumpshot",0,0,79,52,"M. Conti",14
2017,681904,244,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",2,"3pt","jumpshot",0,0,71,76,"A. Grant",15
2017,681904,276,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",1,2,25,52,"M. Garrick",23
2017,681904,279,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",0,0,9,40,"A. Grant",15
2017,681904,283,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",0,0,16,79,"M. Garrick",23
2017,681904,286,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",0,0,17,53,"J. O'Hea",11
2017,681904,288,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","layup",1,2,12,55,"J. O'Hea",11
2017,681904,290,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"3pt","jumpshot",0,0,25,84,"R. Cole",4
2017,681904,298,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",1,2,6,58,"E. Cambage",8
2017,681904,311,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",1,2,6,61,"A. Grant",15
2017,681904,322,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","layup",0,0,9,62,"C. Duever",50
2017,681904,327,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"3pt","jumpshot",1,3,32,51,"R. Cole",4
2017,681904,338,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",0,0,7,46,"C. Duever",50
2017,681904,347,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",0,0,7,44,"A. Grant",15
2017,681904,358,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",0,0,7,90,"M. Garrick",23
2017,681904,379,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"3pt","jumpshot",0,0,22,11,"B. Smart",3
2017,681904,387,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",1,2,7,27,"M. Conti",14
2017,681904,391,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",3,"2pt","jumpshot",0,0,12,51,"M. Garrick",23
2017,681904,412,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"3pt","jumpshot",0,0,19,91,"M. Conti",14
2017,681904,416,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"3pt","jumpshot",0,0,32,49,"J. O'Hea",11
2017,681904,426,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"2pt","jumpshot",0,0,18,63,"A. Grant",15
2017,681904,431,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"3pt","jumpshot",0,0,23,88,"R. Cole",4
2017,681904,433,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"2pt","jumpshot",1,2,6,61,"M. Garrick",23
2017,681904,446,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"3pt","jumpshot",1,3,7,4,"J. O'Hea",11
2017,681904,450,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"3pt","jumpshot",0,0,30,73,"E. Cambage",8
2017,681904,454,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"3pt","jumpshot",0,0,8,97,"R. Cole",4
2017,681904,464,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"2pt","jumpshot",1,2,8,58,"E. Cambage",8
2017,681904,468,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"3pt","jumpshot",0,0,31,45,"M. Conti",14
2017,681904,472,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"2pt","jumpshot",0,0,20,32,"E. Cambage",8
2017,681904,476,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"3pt","jumpshot",0,0,26,85,"J. O'Hea",11
2017,681904,482,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"2pt","jumpshot",0,0,8,60,"E. Cambage",8
2017,681904,501,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"2pt","jumpshot",0,0,8,91,"K. Purcell",32
2017,681904,520,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"2pt","jumpshot",1,2,8,47,"A. Grant",15
2017,681904,524,"Melbourne Boomers","Boomers","away","Dandenong Rangers","Rangers","REGULAR",4,"3pt","jumpshot",1,3,4,3,"B. Smart",3
2017,681905,8,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","layup",0,0,7,40,"E. Cambage",8
2017,681905,14,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",0,0,19,37,"M. Garrick",23
2017,681905,18,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",1,2,12,65,"M. Garrick",23
2017,681905,23,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",1,2,14,28,"E. Cambage",8
2017,681905,26,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",0,0,22,40,"E. Cambage",8
2017,681905,34,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",0,0,9,21,"K. Purcell",32
2017,681905,45,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",0,0,24,67,"K. Purcell",32
2017,681905,59,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",1,2,6,55,"A. Grant",15
2017,681905,63,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",1,2,6,31,"R. Cole",4
2017,681905,69,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"3pt","jumpshot",0,0,31,53,"A. Grant",15
2017,681905,92,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",0,0,10,58,"E. Cambage",8
2017,681905,94,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",1,2,7,55,"E. Cambage",8
2017,681905,102,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"3pt","jumpshot",1,3,6,4,"M. Conti",14
2017,681905,108,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",0,0,20,58,"M. Garrick",23
2017,681905,110,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",0,0,27,57,"M. Garrick",23
2017,681905,112,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","layup",1,2,6,50,"K. Purcell",32
2017,681905,120,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"2pt","jumpshot",0,0,9,62,"M. Conti",14
2017,681905,126,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",1,"3pt","jumpshot",0,0,7,95,"J. O'Hea",11
2017,681905,135,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",0,0,18,70,"K. Purcell",32
2017,681905,141,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"3pt","jumpshot",1,3,6,97,"M. Garrick",23
2017,681905,145,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","layup",0,0,6,46,"M. Conti",14
2017,681905,160,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",0,0,26,35,"R. Cole",4
2017,681905,172,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",0,0,28,54,"R. Cole",4
2017,681905,176,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",1,2,7,47,"E. Cambage",8
2017,681905,182,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",0,0,11,70,"E. Cambage",8
2017,681905,191,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",0,0,7,45,"A. Grant",15
2017,681905,195,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",0,0,9,37,"R. Cole",4
2017,681905,200,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",1,2,6,54,"J. O'Hea",11
2017,681905,220,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"3pt","jumpshot",1,3,23,85,"J. O'Hea",11
2017,681905,229,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",0,0,16,88,"B. Smart",3
2017,681905,242,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",0,0,7,46,"C. Duever",50
2017,681905,244,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","layup",1,2,10,58,"E. Cambage",8
2017,681905,248,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","layup",1,2,7,56,"E. Cambage",8
2017,681905,252,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",0,0,12,27,"J. O'Hea",11
2017,681905,265,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",2,"2pt","jumpshot",0,0,9,57,"E. Cambage",8
2017,681905,281,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"2pt","jumpshot",0,0,93,57,"J. O'Hea",11
2017,681905,283,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"2pt","jumpshot",0,0,92,64,"J. O'Hea",11
2017,681905,285,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"3pt","jumpshot",0,0,77,16,"M. Garrick",23
2017,681905,287,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"2pt","jumpshot",0,0,78,64,"J. O'Hea",11
2017,681905,301,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"2pt","layup",1,2,94,48,"E. Cambage",8
2017,681905,304,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"2pt","layup",0,0,92,47,"K. Purcell",32
2017,681905,308,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"2pt","layup",1,2,94,48,"M. Conti",14
2017,681905,320,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"2pt","jumpshot",0,0,92,57,"A. Grant",15
2017,681905,334,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"3pt","jumpshot",0,0,73,77,"B. Smart",3
2017,681905,338,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"3pt","jumpshot",0,0,95,5,"A. Grant",15
2017,681905,356,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"2pt","jumpshot",0,0,92,43,"R. Cole",4
2017,681905,365,"Melbourne Boomers","Boomers","home","Townsville Fire","Fire","REGULAR",3,"3pt","jumpshot",0,0,69,53,"J. O'Hea",11
