"season","page_id","team_name","team_short_name","home_away_flag","first_name","family_name","first_name_initial","family_name_initial","scoreboard_name","playing_position","starter","minutes","points","s_points_from_turnovers","points_second_chance","points_fast_break","points_in_the_paint","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on"
"2014",64511,"Melbourne Boomers","Boomers","home","Rebecca","Cole","R",,"R. Cole","","1","33:00","10","2","0","0","4","4","9","44.4","0","0","0","4","9","44.4","2","4","50","1","0","1","3","4","4","0","0","1","4"
"2014",64511,"Melbourne Boomers","Boomers","home","Amelia","Todhunter","A",,"A. Todhunter","","0","18:00","3","3","0","0","0","1","4","25","1","2","50","0","2","0","0","0","0","0","0","0","1","0","2","0","0","2","2"
"2014",64511,"Melbourne Boomers","Boomers","home","Kelly","Bowen","K",,"K. Bowen","","0","10:00","2","0","0","0","2","1","4","25","0","1","0","1","3","33.3","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2014",64511,"Melbourne Boomers","Boomers","home","Natalie","Burton","N",,"N. Burton","","1","36:00","14","2","0","0","6","6","7","85.7","0","0","0","6","7","85.7","2","3","66.7","3","2","5","2","3","1","1","0","4","2"
"2014",64511,"Melbourne Boomers","Boomers","home","Rebecca","Allen","R",,"R. Allen","","1","27:00","6","2","0","0","2","3","14","21.4","0","4","0","3","10","30","0","0","0","1","0","1","2","1","4","1","1","5","1"
"2014",64511,"Melbourne Boomers","Boomers","home","Tess","Madgen","T",,"T. Madgen","","1","36:00","19","10","0","2","8","7","14","50","1","1","100","6","13","46.2","4","4","100","7","1","8","7","2","1","1","1","0","7"
"2014",64511,"Melbourne Boomers","Boomers","home","Shanae","Greaves","S",,"S. Greaves","","0","08:00","0","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","1","0","1","0","0","0","0","0","3","0"
"2014",64511,"Melbourne Boomers","Boomers","home","Olivia","Thompson","O",,"O. Thompson","","1","29:00","8","0","0","0","6","4","8","50","0","0","0","4","8","50","0","0","0","2","0","2","1","0","0","1","0","1","0"
"2014",64511,"Melbourne Boomers","Boomers","home","Jess","May","J",,"J. May","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64511,"Melbourne Boomers","Boomers","home","Lucy","Dawson","L",,"L. Dawson","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64511,"UC Capitals","Capitals","away","Kristen","Veal","K",,"K. Veal","","1","32:00","11","3","0","0","2","4","7","57.1","3","6","50","1","1","100","0","0","0","6","1","7","6","6","2","0","0","1","0"
"2014",64511,"UC Capitals","Capitals","away","Alice","Coddington","A",,"A. Coddington","","0","13:00","5","2","0","0","2","2","3","66.7","1","1","100","1","2","50","0","0","0","1","1","2","0","3","0","0","0","3","0"
"2014",64511,"UC Capitals","Capitals","away","Stephanie","Talbot","S",,"S. Talbot","","1","29:00","12","0","2","0","8","5","9","55.6","0","1","0","5","8","62.5","2","4","50","11","2","13","0","4","1","1","1","4","6"
"2014",64511,"UC Capitals","Capitals","away","Carly","Wilson","C",,"C. Wilson","","1","32:00","10","5","2","0","4","4","9","44.4","2","3","66.7","2","6","33.3","0","0","0","1","1","2","3","2","1","0","0","0","0"
"2014",64511,"UC Capitals","Capitals","away","Abby","Bishop","A",,"A. Bishop","","1","38:00","15","0","4","0","12","6","14","42.9","0","0","0","6","14","42.9","3","3","100","8","5","13","4","5","0","0","0","4","7"
"2014",64511,"UC Capitals","Capitals","away","Jessica","Bibby","J",,"J. Bibby","","0","09:00","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0"
"2014",64511,"UC Capitals","Capitals","away","Ellie","Junod","E",,"E. Junod","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64511,"UC Capitals","Capitals","away","Abigail","Wehrung","A",,"A. Wehrung","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64511,"UC Capitals","Capitals","away","Samantha","Norwood","S",,"S. Norwood","","0","14:00","4","0","0","0","2","1","2","50","0","0","0","1","2","50","2","2","100","3","0","3","0","1","1","0","1","1","1"
"2014",64511,"UC Capitals","Capitals","away","Hanna","Zavecz","H",,"H. Zavecz","","1","30:00","12","2","0","0","6","4","11","36.4","1","3","33.3","3","8","37.5","3","4","75","4","2","6","1","1","0","1","2","1","2"
"2014",64512,"Dandenong Rangers","Rangers","home","Tegan","Cunningham","T",,"T. Cunningham","","1","35:00","12","0","2","0","4","5","13","38.5","0","0","0","5","13","38.5","2","2","100","7","3","10","2","0","0","0","0","4","1"
"2014",64512,"Dandenong Rangers","Rangers","home","Annalise","Pickrel","A",,"A. Pickrel","","1","33:00","18","7","9","0","10","8","16","50","1","7","14.3","7","9","77.8","1","1","100","2","4","6","2","2","0","2","0","0","2"
"2014",64512,"Dandenong Rangers","Rangers","home","Aimie","Clydesdale","A",,"A. Clydesdale","","0","25:00","8","2","0","0","4","4","9","44.4","0","2","0","4","7","57.1","0","0","0","5","1","6","2","2","2","0","0","2","0"
"2014",64512,"Dandenong Rangers","Rangers","home","Rachel","Antoniadou","R",,"R. Antoniadou","","0","01:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64512,"Dandenong Rangers","Rangers","home","Briahna","Whatman","B",,"B. Whatman","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64512,"Dandenong Rangers","Rangers","home","Lauren","Scherf","L",,"L. Scherf","","1","24:00","2","0","2","0","2","1","5","20","0","0","0","1","5","20","0","1","0","8","4","12","0","1","1","1","0","4","2"
"2014",64512,"Dandenong Rangers","Rangers","home","Teyla","Evans","T",,"T. Evans","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64512,"Dandenong Rangers","Rangers","home","Chloe","Bibby","C",,"C. Bibby","","0","01:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2014",64512,"Dandenong Rangers","Rangers","home","Amanda","Meinking","A",,"A. Meinking","","0","04:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0"
"2014",64512,"Dandenong Rangers","Rangers","home","Cappie","Pondexter","C",,"C. Pondexter","","1","35:00","20","4","4","0","8","9","18","50","1","3","33.3","8","15","53.3","1","1","100","6","0","6","2","1","1","0","0","2","2"
"2014",64512,"Dandenong Rangers","Rangers","home","Tenaya","Phillips","T",,"T. Phillips","","0","01:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"2014",64512,"Dandenong Rangers","Rangers","home","Kathleen","MacLeod","K",,"K. MacLeod","","1","36:00","13","4","0","0","6","6","14","42.9","1","4","25","5","10","50","0","1","0","2","1","3","4","2","0","0","0","1","2"
"2014",64512,"Melbourne Boomers","Boomers","away","Rebecca","Cole","R",,"R. Cole","","1","30:00","1","0","0","0","0","0","3","0","0","2","0","0","1","0","1","2","50","5","2","7","0","3","0","0","0","1","4"
"2014",64512,"Melbourne Boomers","Boomers","away","Amelia","Todhunter","A",,"A. Todhunter","","0","15:00","5","0","2","0","0","2","5","40","1","2","50","1","3","33.3","0","0","0","1","0","1","2","2","0","0","0","0","0"
"2014",64512,"Melbourne Boomers","Boomers","away","Kelly","Bowen","K",,"K. Bowen","","0","10:00","4","0","0","0","0","1","3","33.3","0","0","0","1","3","33.3","2","2","100","3","0","3","0","0","0","0","2","0","3"
"2014",64512,"Melbourne Boomers","Boomers","away","Natalie","Burton","N",,"N. Burton","","1","32:00","4","2","2","0","4","2","12","16.7","0","0","0","2","12","16.7","0","0","0","3","4","7","0","2","1","0","1","1","2"
"2014",64512,"Melbourne Boomers","Boomers","away","Rebecca","Allen","R",,"R. Allen","","1","36:00","17","4","0","0","6","6","20","30","1","6","16.7","5","14","35.7","4","4","100","8","1","9","3","2","3","0","0","2","3"
"2014",64512,"Melbourne Boomers","Boomers","away","Tess","Madgen","T",,"T. Madgen","","1","35:00","2","0","0","0","2","1","11","9.1","0","4","0","1","7","14.3","0","0","0","3","3","6","6","3","2","0","0","2","0"
"2014",64512,"Melbourne Boomers","Boomers","away","Shanae","Greaves","S",,"S. Greaves","","0","08:00","8","0","2","0","4","4","7","57.1","0","0","0","4","7","57.1","0","0","0","0","1","1","0","0","0","0","0","0","1"
"2014",64512,"Melbourne Boomers","Boomers","away","Olivia","Thompson","O",,"O. Thompson","","1","20:00","10","2","6","0","4","5","9","55.6","0","0","0","5","9","55.6","0","0","0","5","4","9","0","0","0","0","0","3","2"
"2014",64512,"Melbourne Boomers","Boomers","away","Jess","May","J",,"J. May","","0","06:00","0","0","0","0","0","0","3","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"2014",64512,"Melbourne Boomers","Boomers","away","Lucy","Dawson","L",,"L. Dawson","","0","01:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2014",64513,"UC Capitals","Capitals","home","Kristen","Veal","K",,"K. Veal","","1","28:00","2","0","0","0","2","1","5","20","0","4","0","1","1","100","0","0","0","5","0","5","5","0","0","2","0","3","0"
"2014",64513,"UC Capitals","Capitals","home","Tara","Hay","T",,"T. Hay","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64513,"UC Capitals","Capitals","home","Sarah","McAppion","S",,"S. McAppion","","0","04:00","2","0","0","0","0","1","2","50","0","0","0","1","2","50","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2014",64513,"UC Capitals","Capitals","home","Alice","Coddington","A",,"A. Coddington","","0","11:00","2","0","2","0","0","1","1","100","0","0","0","1","1","100","0","0","0","1","2","3","2","1","0","0","0","0","0"
"2014",64513,"UC Capitals","Capitals","home","Stephanie","Talbot","S",,"S. Talbot","","1","26:00","12","2","2","0","4","5","10","50","0","3","0","5","7","71.4","2","2","100","6","3","9","3","9","0","0","0","3","4"
"2014",64513,"UC Capitals","Capitals","home","Carly","Wilson","C",,"C. Wilson","","1","35:00","7","0","0","0","2","3","4","75","1","1","100","2","3","66.7","0","0","0","0","0","0","0","2","0","1","0","1","2"
"2014",64513,"UC Capitals","Capitals","home","Abby","Bishop","A",,"A. Bishop","","1","32:00","14","2","2","0","14","7","15","46.7","0","1","0","7","14","50","0","2","0","8","4","12","3","3","0","1","3","5","5"
"2014",64513,"UC Capitals","Capitals","home","Jessica","Bibby","J",,"J. Bibby","","0","27:00","24","0","3","2","6","9","21","42.9","4","10","40","5","11","45.5","2","2","100","1","1","2","0","0","0","0","1","4","1"
"2014",64513,"UC Capitals","Capitals","home","Ellie","Junod","E",,"E. Junod","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64513,"UC Capitals","Capitals","home","Abigail","Wehrung","A",,"A. Wehrung","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64513,"UC Capitals","Capitals","home","Samantha","Norwood","S",,"S. Norwood","","0","13:00","2","0","2","0","0","1","2","50","0","0","0","1","2","50","0","0","0","3","0","3","0","2","2","1","0","1","0"
"2014",64513,"UC Capitals","Capitals","home","Hanna","Zavecz","H",,"H. Zavecz","","1","19:00","5","2","0","2","4","2","6","33.3","0","0","0","2","6","33.3","1","2","50","4","0","4","1","1","1","0","2","2","2"
"2014",64513,"Sydney Uni Flames","Flames","away","Tahlia","Tupaea","T",,"T. Tupaea","","0","24:00","2","0","0","0","0","0","2","0","0","0","0","0","2","0","2","2","100","0","1","1","1","0","0","0","1","3","2"
"2014",64513,"Sydney Uni Flames","Flames","away","Leilani","Mitchell","L",,"L. Mitchell","","1","37:00","13","2","0","2","8","6","17","35.3","1","4","25","5","13","38.5","0","0","0","5","1","6","6","3","1","0","2","1","1"
"2014",64513,"Sydney Uni Flames","Flames","away","Kate","Oliver","K",,"K. Oliver","","0","02:00","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64513,"Sydney Uni Flames","Flames","away","Katie-Rae","Ebzery","K",,"K. Ebzery","","1","34:00","19","2","0","0","4","6","15","40","2","2","100","4","13","30.8","5","9","55.6","0","1","1","1","3","0","1","0","4","8"
"2014",64513,"Sydney Uni Flames","Flames","away","Nicole","How","N",,"N. How","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64513,"Sydney Uni Flames","Flames","away","Casey","Samuels","C",,"C. Samuels","","0","22:00","6","0","2","0","4","3","9","33.3","0","5","0","3","4","75","0","0","0","3","2","5","0","1","1","1","0","0","0"
"2014",64513,"Sydney Uni Flames","Flames","away","Hayley","Moffatt","H",,"H. Moffatt","","1","11:00","2","2","0","0","0","1","3","33.3","0","1","0","1","2","50","0","0","0","0","1","1","0","0","0","0","0","2","0"
"2014",64513,"Sydney Uni Flames","Flames","away","Rohanee","Cox","R",,"R. Cox","","1","22:00","15","0","0","0","2","4","10","40","2","2","100","2","8","25","5","5","100","6","2","8","0","2","0","1","2","1","4"
"2014",64513,"Sydney Uni Flames","Flames","away","Paris","Johnson","P",,"P. Johnson","","0","24:00","6","0","0","0","4","2","5","40","0","0","0","2","5","40","2","3","66.7","4","1","5","1","0","2","2","0","0","3"
"2014",64513,"Sydney Uni Flames","Flames","away","Mikaela","Ruef","M",,"M. Ruef","","1","20:00","10","0","2","0","4","4","5","80","0","0","0","4","5","80","2","2","100","3","1","4","0","1","1","1","0","4","1"
"2014",64514,"West Coast Waves","Waves","home","Lindsey","Moore","L",,"L. Moore","","1","30:00","16","3","0","0","2","5","15","33.3","4","8","50","1","7","14.3","2","2","100","4","1","5","7","2","1","0","0","1","1"
"2014",64514,"West Coast Waves","Waves","home","Jessie","Edwards","J",,"J. Edwards","","0","01:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64514,"West Coast Waves","Waves","home","Louella","Tomlinson","L",,"L. Tomlinson","","1","20:00","7","0","0","0","4","2","5","40","0","1","0","2","4","50","3","4","75","6","0","6","1","0","4","3","1","5","2"
"2014",64514,"West Coast Waves","Waves","home","Kate","Fielding","K",,"K. Fielding","","0","09:00","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2014",64514,"West Coast Waves","Waves","home","Antonia","Edmondson","A",,"A. Edmondson","","1","16:00","14","5","0","0","4","5","9","55.6","2","3","66.7","3","6","50","2","4","50","2","0","2","1","0","1","0","1","2","4"
"2014",64514,"West Coast Waves","Waves","home","Cassie","Harberts","C",,"C. Harberts","","1","24:00","8","0","2","0","2","2","4","50","0","0","0","2","4","50","4","8","50","5","3","8","1","2","0","0","1","3","4"
"2014",64514,"West Coast Waves","Waves","home","Darcee","Garbin","D",,"D. Garbin","","0","18:00","13","0","0","0","2","2","7","28.6","1","3","33.3","1","4","25","8","12","66.7","3","1","4","3","3","0","0","1","0","7"
"2014",64514,"West Coast Waves","Waves","home","Ebony","Antonio","E",,"E. Antonio","","0","05:00","3","0","0","0","0","1","2","50","1","1","100","0","1","0","0","0","0","1","0","1","0","0","1","0","1","2","0"
"2014",64514,"West Coast Waves","Waves","home","Zoe","Harper","Z",,"Z. Harper","","0","15:00","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","3","0","3","1","1","1","0","0","3","2"
"2014",64514,"West Coast Waves","Waves","home","Sarah","Graham","S",,"S. Graham","","1","22:00","15","8","3","0","2","5","7","71.4","3","4","75","2","3","66.7","2","2","100","2","0","2","8","4","0","0","0","4","1"
"2014",64514,"West Coast Waves","Waves","home","Shani","Amos","S",,"S. Amos","","0","13:00","8","0","0","0","0","3","4","75","2","3","66.7","1","1","100","0","0","0","1","1","2","2","1","1","0","0","1","1"
"2014",64514,"West Coast Waves","Waves","home","Deanna","Smith","D",,"D. Smith","","0","22:00","8","0","0","0","4","2","5","40","0","1","0","2","4","50","4","4","100","2","0","2","0","2","0","0","1","1","2"
"2014",64514,"Adelaide Lightning","Lightning","away","Kerryn","Harrington","K",,"K. Harrington","","0","16:00","0","0","0","0","0","0","3","0","0","2","0","0","1","0","0","0","0","0","0","0","2","0","0","0","1","4","0"
"2014",64514,"Adelaide Lightning","Lightning","away","Jessica","Good","J",,"J. Good","","0","04:00","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2014",64514,"Adelaide Lightning","Lightning","away","Emma","Langford","E",,"E. Langford","","0","17:00","12","4","2","0","6","5","10","50","0","0","0","5","10","50","2","2","100","0","2","2","0","2","0","0","1","4","4"
"2014",64514,"Adelaide Lightning","Lightning","away","Carley","Mijovic","C",,"C. Mijovic","","1","18:00","9","3","0","0","6","4","8","50","1","3","33.3","3","5","60","0","0","0","4","0","4","0","2","2","2","0","3","1"
"2014",64514,"Adelaide Lightning","Lightning","away","Laura","Hodges","L",,"L. Hodges","","1","32:00","16","2","0","0","12","8","13","61.5","0","1","0","8","12","66.7","0","2","0","6","0","6","2","1","0","1","1","2","2"
"2014",64514,"Adelaide Lightning","Lightning","away","Angela","Marino","A",,"A. Marino","","1","32:00","9","2","0","0","0","1","7","14.3","0","4","0","1","3","33.3","7","7","100","3","0","3","2","2","0","0","0","1","6"
"2014",64514,"Adelaide Lightning","Lightning","away","Amy","Lewis","A",,"A. Lewis","","0","16:00","5","0","0","0","2","2","6","33.3","0","2","0","2","4","50","1","1","100","1","2","3","2","1","1","0","0","2","2"
"2014",64514,"Adelaide Lightning","Lightning","away","Kelly","Faris","K",,"K. Faris","","1","27:00","4","0","0","0","0","0","3","0","0","2","0","0","1","0","4","4","100","4","0","4","2","3","0","1","0","4","3"
"2014",64514,"Adelaide Lightning","Lightning","away","Jessica","Foley","J",,"J. Foley","","1","17:00","8","0","0","0","2","2","8","25","0","2","0","2","6","33.3","4","4","100","0","0","0","2","3","1","1","0","3","3"
"2014",64514,"Adelaide Lightning","Lightning","away","Kathleen","Scheer","K",,"K. Scheer","","0","18:00","5","0","2","0","2","2","9","22.2","1","5","20","1","4","25","0","0","0","7","2","9","1","3","0","1","0","1","0"
"2014",64515,"Townsville Fire","Fire","home","Alex","Wilson","A",,"A. Wilson","","0","08:00","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","1","0"
"2014",64515,"Townsville Fire","Fire","home","Rachael","McCully","R",,"R. McCully","","1","27:00","2","0","0","0","0","0","1","0","0","0","0","0","1","0","2","2","100","1","0","1","5","2","0","1","0","2","4"
"2014",64515,"Townsville Fire","Fire","home","Rosie","Fadljevic","R",,"R. Fadljevic","","0","02:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2014",64515,"Townsville Fire","Fire","home","Stephanie","Cumming","S",,"S. Cumming","","1","32:00","12","4","0","0","4","4","11","36.4","1","3","33.3","3","8","37.5","3","5","60","3","0","3","1","2","0","2","1","0","5"
"2014",64515,"Townsville Fire","Fire","home","Suzy","Batkovic","S",,"S. Batkovic","","1","31:00","11","0","0","0","6","4","12","33.3","0","3","0","4","9","44.4","3","3","100","9","1","10","4","1","1","0","0","2","2"
"2014",64515,"Townsville Fire","Fire","home","Mia","Newley","M",,"M. Newley","","1","30:00","10","3","2","0","4","4","11","36.4","2","4","50","2","7","28.6","0","0","0","3","2","5","5","1","0","1","0","3","0"
"2014",64515,"Townsville Fire","Fire","home","Kate","Gaze","K",,"K. Gaze","","0","07:00","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64515,"Townsville Fire","Fire","home","Cayla","Francis","C",,"C. Francis","","0","24:00","22","2","4","0","12","9","17","52.9","0","2","0","9","15","60","4","8","50","5","3","8","0","5","0","4","0","3","6"
"2014",64515,"Townsville Fire","Fire","home","Micaela","Cocks","M",,"M. Cocks","","0","13:00","7","2","2","0","4","3","7","42.9","1","2","50","2","5","40","0","0","0","0","0","0","0","0","0","0","1","1","1"
"2014",64515,"Townsville Fire","Fire","home","Jillian","Harmon","J",,"J. Harmon","","1","21:00","6","0","0","0","2","2","6","33.3","0","0","0","2","6","33.3","2","2","100","4","2","6","0","1","0","0","0","3","1"
"2014",64515,"Bendigo Spirit","Spirit","away","Tessa","Lavey","T",,"T. Lavey","","1","19:00","0","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","5","4","0","0","1","1","0"
"2014",64515,"Bendigo Spirit","Spirit","away","Andrea","Wilson","A",,"A. Wilson","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64515,"Bendigo Spirit","Spirit","away","Heather","Oliver","H",,"H. Oliver","","0","11:00","2","0","0","0","0","0","5","0","0","0","0","0","5","0","2","2","100","2","2","4","0","0","0","0","1","0","1"
"2014",64515,"Bendigo Spirit","Spirit","away","Madeleine","Garrick","M",,"M. Garrick","","0","16:00","7","0","0","0","2","3","6","50","1","3","33.3","2","3","66.7","0","0","0","2","0","2","0","0","0","0","0","2","0"
"2014",64515,"Bendigo Spirit","Spirit","away","Kristi","Harrower","K",,"K. Harrower","","0","15:00","5","5","0","0","2","2","7","28.6","1","2","50","1","5","20","0","0","0","3","1","4","2","0","0","0","1","1","2"
"2014",64515,"Bendigo Spirit","Spirit","away","Tayla","Roberts","T",,"T. Roberts","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64515,"Bendigo Spirit","Spirit","away","Belinda","Snell","B",,"B. Snell","","1","35:00","24","7","2","0","14","10","19","52.6","3","7","42.9","7","12","58.3","1","1","100","7","2","9","1","2","1","0","2","4","1"
"2014",64515,"Bendigo Spirit","Spirit","away","Chelsea","Aubry","C",,"C. Aubry","","0","22:00","0","0","0","0","0","0","3","0","0","1","0","0","2","0","0","0","0","3","0","3","2","0","0","0","0","2","2"
"2014",64515,"Bendigo Spirit","Spirit","away","Sara","Blicavs","S",,"S. Blicavs","","1","14:00","5","0","0","0","2","2","5","40","0","1","0","2","4","50","1","2","50","2","0","2","0","1","1","0","0","3","1"
"2014",64515,"Bendigo Spirit","Spirit","away","Gabrielle","Richards","G",,"G. Richards","","1","22:00","2","0","0","0","2","1","4","25","0","0","0","1","4","25","0","0","0","3","2","5","2","3","0","0","1","4","0"
"2014",64515,"Bendigo Spirit","Spirit","away","Kelsey","Griffin","K",,"K. Griffin","","1","36:00","22","3","0","0","8","8","12","66.7","1","2","50","7","10","70","5","6","83.3","4","1","5","0","2","0","2","2","2","8"
"2014",64515,"Bendigo Spirit","Spirit","away","Jane","Chalmers","J",,"J. Chalmers","","0","05:00","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2014",64516,"Adelaide Lightning","Lightning","home","Kerryn","Harrington","K",,"K. Harrington","","0","04:00","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0"
"2014",64516,"Adelaide Lightning","Lightning","home","Jessica","Good","J",,"J. Good","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64516,"Adelaide Lightning","Lightning","home","Emma","Langford","E",,"E. Langford","","0","16:00","12","0","4","0","4","4","7","57.1","0","1","0","4","6","66.7","4","4","100","4","4","8","0","0","0","0","0","0","2"
"2014",64516,"Adelaide Lightning","Lightning","home","Carley","Mijovic","C",,"C. Mijovic","","1","16:00","6","2","0","0","4","3","6","50","0","0","0","3","6","50","0","0","0","3","0","3","2","2","1","0","0","1","1"
"2014",64516,"Adelaide Lightning","Lightning","home","Laura","Hodges","L",,"L. Hodges","","1","26:00","16","4","2","0","10","7","12","58.3","0","1","0","7","11","63.6","2","4","50","5","3","8","1","0","0","1","0","3","3"
"2014",64516,"Adelaide Lightning","Lightning","home","Angela","Marino","A",,"A. Marino","","1","34:00","5","0","0","0","0","1","9","11.1","1","6","16.7","0","3","0","2","6","33.3","7","0","7","6","3","0","1","0","2","5"
"2014",64516,"Adelaide Lightning","Lightning","home","Amy","Lewis","A",,"A. Lewis","","0","17:00","3","0","0","0","0","1","7","14.3","1","3","33.3","0","4","0","0","0","0","2","1","3","1","1","0","0","0","0","0"
"2014",64516,"Adelaide Lightning","Lightning","home","Alex","Bunton","A",,"A. Bunton","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64516,"Adelaide Lightning","Lightning","home","Hannah","Richards","H",,"H. Richards","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64516,"Adelaide Lightning","Lightning","home","Kelly","Faris","K",,"K. Faris","","1","27:00","5","0","0","0","0","2","6","33.3","1","2","50","1","4","25","0","0","0","2","0","2","2","3","0","0","0","2","4"
"2014",64516,"Adelaide Lightning","Lightning","home","Jessica","Foley","J",,"J. Foley","","1","35:00","10","0","0","0","2","3","10","30","2","5","40","1","5","20","2","2","100","3","0","3","3","0","0","0","0","3","2"
"2014",64516,"Adelaide Lightning","Lightning","home","Kathleen","Scheer","K",,"K. Scheer","","0","20:00","11","0","2","0","8","5","9","55.6","1","2","50","4","7","57.1","0","1","0","4","3","7","3","0","0","2","0","2","1"
"2014",64516,"Dandenong Rangers","Rangers","away","Tegan","Cunningham","T",,"T. Cunningham","","1","30:00","19","2","0","0","8","9","18","50","0","1","0","9","17","52.9","1","2","50","2","4","6","1","0","0","0","0","4","3"
"2014",64516,"Dandenong Rangers","Rangers","away","Annalise","Pickrel","A",,"A. Pickrel","","1","37:00","11","2","0","0","4","5","15","33.3","1","5","20","4","10","40","0","0","0","6","3","9","1","2","1","0","0","4","1"
"2014",64516,"Dandenong Rangers","Rangers","away","Aimie","Clydesdale","A",,"A. Clydesdale","","0","24:00","2","2","0","0","2","1","8","12.5","0","2","0","1","6","16.7","0","0","0","2","2","4","1","0","0","0","1","4","1"
"2014",64516,"Dandenong Rangers","Rangers","away","Briahna","Whatman","B",,"B. Whatman","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64516,"Dandenong Rangers","Rangers","away","Teyla","Evans","T",,"T. Evans","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014",64516,"Dandenong Rangers","Rangers","away","Chloe","Bibby","C",,"C. Bibby","","1","08:00","0","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","2","2","4","0","0","1","0","0","2","0"
