"season","page_id","team_name","team_short_name","home_away_flag","team_name_opp","team_short_name_opp","points_total","points_total_opp","points_margin","team_result","minutes","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on","fouls_total","points","points_from_turnovers","points_second_chance","points_fast_break","bench_points","points_in_the_paint","time_leading","biggest_lead","biggest_scoring_run","lead_changes","times_scores_level","fouls_team","rebounds_team","rebounds_team_defensive","rebounds_team_offensive","turnovers_team"
"2020",1777499,"Townsville Fire","Fire","away","Melbourne Boomers","Boomers",87,75,12,"W","200:00","29","53","54","11","19","57","18","34","52","18","22","81","28","5","33","17","14","4","0","1","12","19","12","87","11","3","3","10","30","39.816666666667","18","12","0","0","0","2","1","1","2"
"2020",1777532,"Southside Flyers","Flyers","home","UC Capitals","Capitals",72,95,-23,"L","200:00","28","61","45","4","18","22","24","43","55","12","14","85","24","7","31","20","17","4","3","2","24","20","24","72","7","8","0","12","42","0",,"8","0","0","0","4","3","1","0"
"2020",1777532,"UC Capitals","Capitals","away","Southside Flyers","Flyers",95,72,23,"W","200:00","37","70","52","4","19","21","33","51","64","17","25","68","26","13","39","20","9","10","2","3","20","23","20","95","17","18","6","29","58","39.366666666667","25","10","0","0","0","3","1","2","0"
"2020",1777551,"Sydney Uni Flames","Flames","home","Perth Lynx","Lynx",74,67,7,"W","200:00","28","71","39","12","22","54","16","49","32","6","8","75","33","13","46","16","11","7","4","1","13","11","13","74","4","12","3","37","26","39.733333333333","13","8","0","0","0","4","1","3","1"
"2020",1777551,"Perth Lynx","Lynx","away","Sydney Uni Flames","Flames",67,74,-7,"L","200:00","27","72","37","6","24","25","21","48","43","7","10","70","29","12","41","16","9","7","1","4","12","13","12","67","12","6","10","8","38","0",,"8","0","0","0","7","5","2","0"
"2020",1777500,"Melbourne Boomers","Boomers","home","Adelaide Lightning","Lightning",91,51,40,"W","200:00","35","79","44","11","33","33","24","46","52","10","11","90","35","20","55","25","14","8","3","5","12","13","12","91","10","21","8","24","32","39.65","40","13","0","0","0","8","4","4","0"
"2020",1777500,"Adelaide Lightning","Lightning","away","Melbourne Boomers","Boomers",51,91,-40,"L","200:00","20","63","31","5","22","22","15","41","36","6","9","66","22","8","30","10","16","9","5","3","13","12","13","51","10","2","6","12","28","0",,"8","0","0","0","4","1","3","0"
"2020",1777483,"Bendigo Spirit","Spirit","home","Townsville Fire","Fire",51,99,-48,"L","200:00","19","57","33","4","15","26","15","42","35","9","12","75","23","11","34","15","26","6","6","3","19","12","19","51","6","10","6","23","28","0",,"6","0","0","0","5","2","3","1"
"2020",1777483,"Townsville Fire","Fire","away","Bendigo Spirit","Spirit",99,51,48,"W","200:00","35","73","47","17","36","47","18","37","48","12","16","75","27","15","42","26","15","18","3","6","12","19","12","99","40","11","19","35","32","39.233333333333","53","16","0","0","0","5","5","0","2"
"2020",1777523,"Perth Lynx","Lynx","home","Southside Flyers","Flyers",62,102,-40,"L","200:00","22","65","33","8","30","26","14","35","40","10","10","100","24","14","38","12","27","8","3","5","10","10","10","62","9","11","10","20","22","2.5666666666667","5","9","4","2","0","6","5","1","0"
"2020",1777523,"Southside Flyers","Flyers","away","Perth Lynx","Lynx",102,62,40,"W","200:00","42","77","54","12","29","41","30","48","62","6","10","60","28","12","40","26","12","14","5","3","11","10","11","102","31","17","13","30","48","35.483333333333","44","12","4","2","0","3","3","0","0"
"2020",1777479,"Bendigo Spirit","Spirit","home","Adelaide Lightning","Lightning",83,89,-6,"L","200:00","26","77","33","14","34","41","12","43","27","17","21","80","27","20","47","17","12","4","3","5","18","21","18","83","11","17","7","26","20","5.615","7","12","4","5","0","11","1","10","0"
"2020",1777479,"Adelaide Lightning","Lightning","away","Bendigo Spirit","Spirit",89,83,6,"W","200:00","31","69","44","9","27","33","22","42","52","18","23","78","31","13","44","17","10","7","5","3","22","18","22","89","17","7","22","15","36","30","18","18","4","5","0","4","2","2","0"
"2020",1777568,"UC Capitals","Capitals","home","Perth Lynx","Lynx",73,70,3,"W","200:00","28","76","36","6","22","27","22","54","40","11","13","84","29","14","43","20","5","9","2","4","15","12","15","73","13","11","0","39","36","11.17","12","14","5","5","0","5","1","4","1"
"2020",1777568,"Perth Lynx","Lynx","away","UC Capitals","Capitals",70,73,-3,"L","200:00","29","64","45","6","20","30","23","44","52","6","12","50","35","8","43","16","13","1","4","2","12","15","12","70","6","6","4","14","42","23.526666666667","9","11","5","5","0","7","4","3","0"
"2020",1777560,"Townsville Fire","Fire","home","Southside Flyers","Flyers",70,94,-24,"L","200:00","28","63","44","5","21","23","23","42","54","9","13","69","25","9","34","18","17","4","1","1","20","11","20","70","11","7","7","34","30","0",,"6","0","1","0","4","2","2","2"
"2020",1777560,"Southside Flyers","Flyers","away","Townsville Fire","Fire",94,70,24,"W","200:00","36","68","52","8","19","42","28","49","57","14","17","82","28","7","35","30","8","9","1","1","11","20","11","94","14","7","7","30","48","38.866666666667","24","9","0","1","0","3","2","1","0"
"2020",1777476,"Adelaide Lightning","Lightning","home","Sydney Uni Flames","Flames",75,53,22,"W","200:00","29","68","42","8","23","34","21","45","46","9","11","81","39","8","47","24","14","6","6","2","9","13","9","75","10","7","18","23","38","35.466666666667","27","15","4","3","0","2","2","0","0"
"2020",1777476,"Sydney Uni Flames","Flames","away","Adelaide Lightning","Lightning",53,75,-22,"L","200:00","21","77","27","4","23","17","17","54","31","7","8","87","32","14","46","11","14","6","2","6","13","9","13","53","11","13","6","16","30","2.9333333333333","5","7","4","3","0","10","6","4","2"
"2020",1777484,"Bendigo Spirit","Spirit","home","UC Capitals","Capitals",51,87,-36,"L","200:00","17","63","26","6","19","31","11","44","25","11","15","73","24","10","34","8","14","8","2","5","20","14","20","51","4","7","4","17","20","0.66666666666667","2","7","1","2","0","7","6","1","0"
"2020",1777484,"UC Capitals","Capitals","away","Bendigo Spirit","Spirit",87,51,36,"W","200:00","31","69","44","10","25","40","21","44","47","15","19","78","36","14","50","23","10","8","5","2","14","20","14","87","16","13","10","34","36","36.016666666667","37","18","1","2","0","3","1","2","0"
"2020",1777474,"Adelaide Lightning","Lightning","home","Southside Flyers","Flyers",79,110,-31,"L","200:00","29","66","43","12","27","44","17","39","43","9","15","60","27","13","40","24","17","3","6","5","13","15","13","79","6","16","0","24","24","7.7666666666667","6","7","7","5","0","5","1","4","0"
"2020",1777474,"Southside Flyers","Flyers","away","Adelaide Lightning","Lightning",110,79,31,"W","200:00","41","81","50","18","35","51","23","46","50","10","12","83","25","13","38","32","6","12","5","6","15","13","15","110","21","19","10","36","34","29.6","38","17","7","5","0","5","2","3","0"
"2020",1777552,"Sydney Uni Flames","Flames","home","Townsville Fire","Fire",59,73,-14,"L","200:00","23","71","32","3","17","17","20","54","37","10","14","71","33","20","53","9","16","5","5","2","13","16","13","59","5","13","2","2","26","20.083333333333","8","6","15","5","0","4","1","3","0"
"2020",1777552,"Townsville Fire","Fire","away","Sydney Uni Flames","Flames",73,59,14,"W","200:00","30","70","42","10","26","38","20","44","45","3","9","33","30","10","40","20","9","11","2","5","16","13","16","73","9","11","3","29","30","16.683333333333","14","15","15","5","0","6","3","3","1"
"2020",1777566,"UC Capitals","Capitals","home","Melbourne Boomers","Boomers",67,73,-6,"L","200:00","22","64","34","7","21","33","15","43","34","16","20","80","32","13","45","17","11","5","1","7","15","17","15","67","6","15","8","34","24","5.9566666666667","4","7","7","6","0","6","3","3","0"
"2020",1777566,"Melbourne Boomers","Boomers","away","UC Capitals","Capitals",73,67,6,"W","200:00","27","67","40","8","20","40","19","47","40","11","15","73","31","9","40","16","9","6","7","1","17","15","17","73","12","13","5","12","34","28.893333333333","10","8","7","6","0","6","6","0","1"
"2020",1777526,"Perth Lynx","Lynx","home","Bendigo Spirit","Spirit",95,79,16,"W","200:00","36","71","50","8","30","26","28","41","68","15","22","68","33","14","47","28","7","5","0","3","15","19","16","95","9","16","6","10","50","29.216666666667","18","9","3","2","1","7","4","3","0"
"2020",1777526,"Bendigo Spirit","Spirit","away","Perth Lynx","Lynx",79,95,-16,"L","200:00","28","72","38","11","37","29","17","35","48","12","15","80","23","13","36","20","9","3","3","0","19","15","19","79","7","14","9","18","24","7.8666666666667","9","10","3","2","0","4","2","2","0"
"2020",1777535,"Southside Flyers","Flyers","home","Adelaide Lightning","Lightning",111,72,39,"W","200:00","41","80","51","10","26","38","31","54","57","19","23","82","32","10","42","32","10","16","2","2","10","18","10","111","33","6","20","31","46","37.866666666667","41","15","2","3","0","3","3","0","0"
"2020",1777535,"Adelaide Lightning","Lightning","away","Southside Flyers","Flyers",72,111,-39,"L","200:00","28","69","40","13","34","38","15","35","42","3","4","75","30","9","39","17","26","4","2","2","18","9","18","72","5","16","11","22","22","0.85","4","6","2","3","0","1","1","0","0"
"2020",1777549,"Sydney Uni Flames","Flames","home","Melbourne Boomers","Boomers",64,86,-22,"L","200:00","24","74","32","6","27","22","18","47","38","10","15","66","19","18","37","12","12","9","0","7","12","15","13","64","16","16","10","8","30","0",,"7","0","0","1","5","1","4","1"
"2020",1777549,"Melbourne Boomers","Boomers","away","Sydney Uni Flames","Flames",86,64,22,"W","200:00","35","65","53","8","20","40","27","45","60","8","10","80","33","12","45","28","17","5","7","0","16","12","16","86","16","15","12","22","46","39.516666666667","34","9","0","0","0","6","4","2","1"
"2020",1777564,"UC Capitals","Capitals","home","Adelaide Lightning","Lightning",85,65,20,"W","200:00","28","60","46","7","18","38","21","42","50","22","25","88","28","17","45","21","14","6","4","2","16","22","16","85","13","21","2","27","36","39.55","36","10","0","0","0","8","6","2","0"
"2020",1777564,"Adelaide Lightning","Lightning","away","UC Capitals","Capitals",65,85,-20,"L","200:00","24","63","38","7","26","26","17","37","45","10","16","62","17","14","31","15","14","7","2","4","23","16","23","65","15","15","10","15","28","0",,"9","0","0","0","6","3","3","1"
"2020",1777556,"Townsville Fire","Fire","home","Perth Lynx","Lynx",75,84,-9,"L","200:00","29","75","38","9","27","33","20","48","41","8","8","100","34","6","40","16","7","7","0","3","19","9","19","75","7","4","7","13","32","3.45","4","9","5","3","0","1","1","0","0"
"2020",1777556,"Perth Lynx","Lynx","away","Townsville Fire","Fire",84,75,9,"W","200:00","34","74","45","8","30","26","26","44","59","8","14","57","39","9","48","21","8","4","3","0","9","19","9","84","9","8","3","6","42","35.55","17","8","5","3","0","1","1","0","0"
"2020",1777480,"Bendigo Spirit","Spirit","home","Melbourne Boomers","Boomers",52,84,-32,"L","200:00","18","65","27","2","23","8","16","42","38","14","17","82","26","9","35","11","14","6","4","2","9","15","9","52","13","6","3","24","24","1.6333333333333","2","10","2","5","0","5","4","1","0"
"2020",1777480,"Melbourne Boomers","Boomers","away","Bendigo Spirit","Spirit",84,52,32,"W","200:00","33","80","41","11","27","40","22","53","41","7","9","77","37","22","59","24","16","9","2","4","15","9","15","84","12","12","6","36","36","32.716666666667","33","16","2","5","0","4","2","2","0"
"2020",1777550,"Sydney Uni Flames","Flames","home","Bendigo Spirit","Spirit",62,54,8,"W","200:00","25","78","32","6","23","26","19","55","34","6","11","54","32","25","57","14","14","11","5","3","10","16","10","62","17","25","6","26","32","20.05","12","11","4","5","0","11","7","4","1"
"2020",1777550,"Bendigo Spirit","Spirit","away","Sydney Uni Flames","Flames",54,62,-8,"L","200:00","21","61","34","9","28","32","12","33","36","3","6","50","29","9","38","14","15","8","3","5","16","10","16","54","15","6","10","8","20","15.475","7","13","4","5","0","8","4","4","0"
"2020",1777533,"Southside Flyers","Flyers","home","Melbourne Boomers","Boomers",94,79,15,"W","200:00","37","59","62","10","17","58","27","42","64","10","14","71","28","3","31","30","15","7","7","1","14","15","14","94","15","4","4","11","44","36.783333333333","18","8","1","1","0","6","5","1","0"
"2020",1777533,"Melbourne Boomers","Boomers","away","Southside Flyers","Flyers",79,94,-15,"L","200:00","31","69","44","10","26","38","21","43","48","7","10","70","22","10","32","21","13","11","1","7","15","13","15","79","17","6","0","19","40","2.1","3","6","1","1","0","4","1","3","2"
"2020",1777559,"Townsville Fire","Fire","home","UC Capitals","Capitals",84,71,13,"W","200:00","26","54","48","5","17","29","21","37","56","27","36","75","28","8","36","9","12","6","2","1","22","28","22","84","14","13","12","13","30","38.363333333333","21","12","0","3","0","3","3","0","0"
"2020",1777559,"UC Capitals","Capitals","away","Townsville Fire","Fire",71,84,-13,"L","200:00","22","77","28","10","32","31","12","45","26","17","24","70","22","27","49","15","14","5","1","2","29","22","30","71","11","24","2","29","24","0",,"6","0","3","1","6","1","5","0"
"2020",1777477,"Adelaide Lightning","Lightning","home","Perth Lynx","Lynx",78,80,-2,"L","200:00","30","74","40","14","35","40","16","39","41","4","8","50","35","9","44","23","9","5","4","2","14","6","14","78","6","6","15","23","22","19.441666666667","12","6","15","7","0","5","3","2","0"
"2020",1777477,"Perth Lynx","Lynx","away","Adelaide Lightning","Lightning",80,78,2,"W","200:00","29","85","34","12","26","46","17","59","28","10","10","100","37","20","57","19","10","4","2","4","6","14","6","80","10","15","4","5","32","15.908333333333","10","13","15","7","0","8","5","3","0"
"2020",1777472,"Adelaide Lightning","Lightning","home","Melbourne Boomers","Boomers",55,76,-21,"L","200:00","19","68","27","9","26","34","10","42","23","8","9","88","27","12","39","12","12","5","4","6","10","11","10","55","12","11","2","15","16","0",,"9","0","1","0","5","3","2","0"
"2020",1777472,"Melbourne Boomers","Boomers","away","Adelaide Lightning","Lightning",76,55,21,"W","200:00","32","71","45","8","29","27","24","42","57","4","8","50","37","14","51","25","13","6","6","4","11","10","11","76","13","12","2","15","42","39.4","22","10","0","1","0","6","3","3","2"
"2020",1777530,"Perth Lynx","Lynx","home","Sydney Uni Flames","Flames",68,71,-3,"L","200:00","23","66","34","7","35","20","16","31","51","15","17","88","30","11","41","15","9","6","6","1","15","14","15","68","16","15","5","14","28","23.17","7","9","13","10","0","6","4","2","0"
"2020",1777530,"Sydney Uni Flames","Flames","away","Perth Lynx","Lynx",71,68,3,"W","200:00","28","76","36","10","20","50","18","56","32","5","10","50","32","20","52","19","12","5","1","6","14","15","14","71","10","23","3","30","26","9.6633333333333","5","8","13","10","0","13","5","8","0"
"2020",1777475,"Adelaide Lightning","Lightning","home","Bendigo Spirit","Spirit",69,59,10,"W","200:00","23","60","38","6","29","20","17","31","54","17","24","70","29","8","37","17","8","9","1","1","7","18","7","69","17","7","5","7","28","15.9","12","9","8","2","0","6","5","1","1"
"2020",1777475,"Bendigo Spirit","Spirit","away","Adelaide Lightning","Lightning",59,69,-10,"L","200:00","24","70","34","7","24","29","17","46","36","4","4","100","32","16","48","13","14","2","1","1","18","7","18","59","4","15","0","6","32","21.383333333333","12","14","8","2","0","7","2","5","0"
"2020",1777527,"Perth Lynx","Lynx","home","UC Capitals","Capitals",69,96,-27,"L","200:00","26","61","42","6","21","28","20","40","50","11","17","64","26","7","33","18","16","8","8","2","12","15","12","69","8","5","12","7","38","5.9333333333333","6","7","1","1","0","3","3","0","0"
"2020",1777527,"UC Capitals","Capitals","away","Perth Lynx","Lynx",96,69,27,"W","200:00","37","81","45","11","27","40","26","54","48","11","13","84","30","16","46","25","10","12","2","8","15","12","15","96","24","12","15","37","38","33.383333333333","29","10","1","1","0","3","1","2","0"
"2020",1777548,"Sydney Uni Flames","Flames","home","Southside Flyers","Flyers",77,81,-4,"L","200:00","31","74","41","10","26","38","21","48","43","5","6","83","32","20","52","14","22","3","1","4","20","13","20","77","16","7","4","13","38","31.276666666667","9","13","4","7","0","6","1","5","1"
"2020",1777548,"Southside Flyers","Flyers","away","Sydney Uni Flames","Flames",81,77,4,"W","200:00","30","65","46","6","22","27","24","43","55","15","20","75","22","7","29","19","14","11","4","1","14","20","14","81","25","12","16","4","42","4.2833333333333","5","13","4","7","0","5","4","1","0"
"2020",1777501,"Melbourne Boomers","Boomers","home","Bendigo Spirit","Spirit",91,70,21,"W","200:00","38","78","48","12","32","37","26","46","56","3","7","42","26","19","45","26","10","6","3","2","14","9","14","91","21","21","5","32","42","39.65","26","19","0","0","0","3","1","2","2"
"2020",1777501,"Bendigo Spirit","Spirit","away","Melbourne Boomers","Boomers",70,91,-21,"L","200:00","28","64","43","8","22","36","20","42","47","6","8","75","24","9","33","16","14","5","2","3","9","14","9","70","8","12","11","36","24","0",,"8","0","0","0","1","1","0","1"
"2020",1777558,"Townsville Fire","Fire","home","Adelaide Lightning","Lightning",95,66,29,"W","200:00","40","70","57","9","21","42","31","49","63","6","8","75","28","9","37","20","13","7","3","1","10","8","10","95","23","9","10","35","48","39","35","12","0","0","0","2","0","2","1"
"2020",1777558,"Adelaide Lightning","Lightning","away","Townsville Fire","Fire",66,95,-29,"L","200:00","25","64","39","8","28","28","17","36","47","8","10","80","23","11","34","13","18","8","1","3","8","10","8","66","20","11","5","30","32","0",,"13","0","0","0","2","1","1","1"
