"season","page_id","team_name","team_short_name","home_away_flag","first_name","family_name","first_name_initial","family_name_initial","scoreboard_name","playing_position","starter","minutes","points","points_second_chance","points_fast_break","points_in_the_paint","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on","plus_minus"
"2016",311810,"Sydney Uni Flames","Flames","home","Hayley","Moffatt","H","M","H. Moffatt","","1","23:19","4","0","0","2","2","5","40","0","0","0","2","5","40","0","0","0","1","2","3","3","1","1","1","0","0","1","6"
"2016",311810,"Sydney Uni Flames","Flames","home","Jennifer","Hamson","J","H","J. Hamson","","1","37:30","19","8","1","16","8","14","57","0","0","0","8","14","57","3","4","75","12","5","17","0","5","1","3","2","4","3","-7"
"2016",311810,"Sydney Uni Flames","Flames","home","Leilani","Mitchell","L","M","L. Mitchell","","1","40:00","15","0","2","4","5","13","38","3","7","42","2","6","33","2","2","100","6","0","6","9","4","3","0","0","2","3","-3"
"2016",311810,"Sydney Uni Flames","Flames","home","Alex","Wilson","A","W","A. Wilson","","0","23:03","11","3","2","2","4","9","44","3","6","50","1","3","33","0","0","0","1","2","3","2","2","1","0","0","3","0","-6"
"2016",311810,"Sydney Uni Flames","Flames","home","Cassidy","McLean","C","M","C. McLean","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311810,"Sydney Uni Flames","Flames","home","Shanae","Greaves","S","G","S. Greaves","","0","01:28","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","1","0","-1"
"2016",311810,"Sydney Uni Flames","Flames","home","Carly","Boag","C","B","C. Boag","","0","11:17","9","2","2","6","4","9","44","1","2","50","3","7","42","0","0","0","1","1","2","1","2","0","1","1","0","0","-5"
"2016",311810,"Sydney Uni Flames","Flames","home","Belinda","Snell","B","S","B. Snell","","1","26:50","14","8","0","0","4","8","50","3","5","60","1","3","33","3","3","100","2","2","4","9","2","4","0","1","4","2","7"
"2016",311810,"Sydney Uni Flames","Flames","home","Lara","McSpadden","L","M","L. McSpadden","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311810,"Sydney Uni Flames","Flames","home","Susannah","Walmsley","S","W","S. Walmsley","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311810,"Sydney Uni Flames","Flames","home","Asia","Taylor","A","T","A. Taylor","","1","29:43","18","1","6","10","6","16","37","0","2","0","6","14","42","6","8","75","4","1","5","1","3","0","0","4","3","7","7"
"2016",311810,"Sydney Uni Flames","Flames","home","Sarah","Graham","S","G","S. Graham","","0","06:46","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","1","0","1","0","2","2","0","0","0","0","-13"
"2016",311810,"Perth Lynx","Lynx","away","Antonia","Edmondson","A","E","A. Edmondson","","1","29:36","4","0","0","2","2","5","40","0","1","0","2","4","50","0","1","0","3","1","4","5","2","1","0","0","3","3","9"
"2016",311810,"Perth Lynx","Lynx","away","Natalie","Burton","N","B","N. Burton","","1","17:31","3","0","0","2","1","5","20","0","0","0","1","5","20","1","1","100","2","2","4","0","3","0","0","1","4","1","-6"
"2016",311810,"Perth Lynx","Lynx","away","Carley","Mijovic","C","M","C. Mijovic","","1","37:58","30","3","0","8","11","18","61","7","10","70","4","8","50","1","1","100","7","2","9","2","1","1","3","0","3","2","9"
"2016",311810,"Perth Lynx","Lynx","away","Monica","Wright","M","W","M. Wright","","1","20:59","1","0","0","0","0","6","0","0","2","0","0","4","0","1","2","50","1","1","2","6","3","1","0","2","2","2","6"
"2016",311810,"Perth Lynx","Lynx","away","Ashleigh","Grant","A","G","A. Grant","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311810,"Perth Lynx","Lynx","away","Courtney","Byrnes","C","B","C. Byrnes","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311810,"Perth Lynx","Lynx","away","Sami","Whitcomb","S","W","S. Whitcomb","","1","40:00","22","5","4","6","7","19","36","4","9","44","3","10","30","4","6","66","5","3","8","5","4","3","1","1","2","5","3"
"2016",311810,"Perth Lynx","Lynx","away","Tenaya","Phillips","T","P","T. Phillips","","0","22:05","24","5","2","10","9","13","69","4","5","80","5","8","62","2","3","66","0","2","2","4","2","2","0","0","0","3","-1"
"2016",311810,"Perth Lynx","Lynx","away","Kisha","Lee","K","L","K. Lee","","0","03:38","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","-11"
"2016",311810,"Perth Lynx","Lynx","away","Ruth","Hamblin","R","H","R. Hamblin","","0","28:08","9","2","0","6","4","14","28","0","0","0","4","14","28","1","1","100","5","4","9","0","3","3","5","1","1","1","6"
"2016",311811,"UC Capitals","Capitals","home","Mikaela","Ruef","M","R","M. Ruef","","1","33:12","14","4","0","12","7","9","77","0","1","0","7","8","87","0","0","0","6","3","9","3","0","1","0","1","2","0","-3"
"2016",311811,"UC Capitals","Capitals","home","Janelle","Adams","J","A","J. Adams","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311811,"UC Capitals","Capitals","home","Lauren","Mansfield","L","M","L. Mansfield","","1","37:39","17","2","0","8","7","19","36","2","5","40","5","14","35","1","2","50","3","0","3","6","4","1","0","0","2","1","0"
"2016",311811,"UC Capitals","Capitals","home","Alice","Coddington","A","C","A. Coddington","","0","04:55","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-8"
"2016",311811,"UC Capitals","Capitals","home","Stephanie","Bairstow","S","B","S. Bairstow","","0","03:30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","4"
"2016",311811,"UC Capitals","Capitals","home","Carly","Wilson","C","W","C. Wilson","","0","18:00","6","0","0","0","2","8","25","2","7","28","0","1","0","0","0","0","2","0","2","0","0","0","0","0","2","0","-11"
"2016",311811,"UC Capitals","Capitals","home","Kate","Gaze","K","G","K. Gaze","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311811,"UC Capitals","Capitals","home","Marianna","Tolo","M","T","M. Tolo","","1","36:46","15","4","0","12","7","14","50","0","1","0","7","13","53","1","1","100","5","5","10","3","1","1","1","0","2","6","1"
"2016",311811,"UC Capitals","Capitals","home","Abigail","Wehrung","A","W","A. Wehrung","","1","27:40","7","0","0","4","3","10","30","1","7","14","2","3","66","0","0","0","2","0","2","0","1","0","0","0","1","0","-5"
"2016",311811,"UC Capitals","Capitals","home","Keely","Froling","K","F","K. Froling","","0","10:00","2","0","0","0","1","3","33","0","1","0","1","2","50","0","0","0","3","0","3","0","3","1","0","0","1","1","-2"
"2016",311811,"UC Capitals","Capitals","home","Jazmon","Gwathmey","J","G","J. Gwathmey","","1","28:12","8","2","0","4","4","11","36","0","1","0","4","10","40","0","0","0","5","5","10","1","1","0","0","1","5","1","14"
"2016",311811,"Dandenong Rangers","Rangers","away","Aimie","Clydesdale","A","C","A. Clydesdale","","1","21:55","1","0","0","0","0","4","0","0","1","0","0","3","0","1","2","50","1","0","1","0","1","0","0","0","0","1","-22"
"2016",311811,"Dandenong Rangers","Rangers","away","Rachel","Antoniadou","R","A","R. Antoniadou","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311811,"Dandenong Rangers","Rangers","away","Briahna","Whatman","B","W","B. Whatman","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311811,"Dandenong Rangers","Rangers","away","Stephanie","Cumming","S","C","S. Cumming","","1","31:42","8","0","0","4","2","11","18","0","2","0","2","9","22","4","4","100","3","1","4","0","1","0","0","0","1","2","-5"
"2016",311811,"Dandenong Rangers","Rangers","away","Jacinta","Kennedy","J","K","J. Kennedy","","0","18:51","5","0","0","4","2","6","33","0","0","0","2","6","33","1","1","100","3","2","5","0","0","1","0","0","1","2","-3"
"2016",311811,"Dandenong Rangers","Rangers","away","Chloe","Bibby","C","B","C. Bibby","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311811,"Dandenong Rangers","Rangers","away","Lauren","Scherf","L","S","L. Scherf","","1","31:12","8","2","0","6","4","8","50","0","0","0","4","8","50","0","0","0","8","1","9","1","4","0","1","0","3","0","11"
"2016",311811,"Dandenong Rangers","Rangers","away","Amelia","Todhunter","A","T","A. Todhunter","","0","19:41","4","0","0","2","1","3","33","0","1","0","1","2","50","2","4","50","4","1","5","1","0","0","0","0","1","2","26"
"2016",311811,"Dandenong Rangers","Rangers","away","Sara","Blicavs","S","B","S. Blicavs","","1","35:16","23","2","0","12","9","18","50","1","3","33","8","15","53","4","4","100","5","1","6","1","1","0","1","1","2","4","4"
"2016",311811,"Dandenong Rangers","Rangers","away","Natalie","Novosel","N","N","N. Novosel","","1","37:39","22","0","0","10","7","11","63","0","0","0","7","11","63","8","9","88","5","0","5","2","2","2","0","0","0","5","0"
"2016",311811,"Dandenong Rangers","Rangers","away","Rosemary","Fadljevic","R","F","R. Fadljevic","","0","03:40","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-1"
"2016",311811,"Dandenong Rangers","Rangers","away","Ally","Malott","A","M","A. Malott","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311812,"Bendigo Spirit","Spirit","home","Blake","Dietrick","B","D","B. Dietrick","","0","13:45","5","0","0","2","2","3","66","1","1","100","1","2","50","0","0","0","0","0","0","1","3","0","0","0","1","1","0"
"2016",311812,"Bendigo Spirit","Spirit","home","Andrea","Wilson","A","W","A. Wilson","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311812,"Bendigo Spirit","Spirit","home","Kerryn","Harrington","K","H","K. Harrington","","1","31:14","11","0","2","2","3","9","33","2","3","66","1","6","16","3","3","100","3","0","3","3","1","1","0","0","1","6","14"
"2016",311812,"Bendigo Spirit","Spirit","home","Heather","Oliver","H","O","H. Oliver","","0","26:24","15","6","0","10","6","10","60","1","2","50","5","8","62","2","2","100","2","2","4","2","2","3","3","0","2","2","22"
"2016",311812,"Bendigo Spirit","Spirit","home","Nayo","Raincock-Ekunwe","N","R","N. Raincock-Ekunwe","","1","29:56","16","2","0","12","7","11","63","0","0","0","7","11","63","2","3","66","8","3","11","1","5","0","1","1","5","4","17"
"2016",311812,"Bendigo Spirit","Spirit","home","Ashleigh","Spencer","A","S","A. Spencer","","0","07:03","4","2","0","2","2","2","100","0","0","0","2","2","100","0","0","0","0","0","0","1","0","0","0","0","1","0","4"
"2016",311812,"Bendigo Spirit","Spirit","home","Nadeen","Payne","N","P","N. Payne","","1","22:18","0","0","0","0","0","4","0","0","0","0","0","4","0","0","2","0","3","1","4","1","1","0","0","0","2","4","-5"
"2016",311812,"Bendigo Spirit","Spirit","home","Molly","Mathews","M","M","M. Mathews","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311812,"Bendigo Spirit","Spirit","home","Gabrielle","Richards","G","R","G. Richards","","0","23:55","9","4","0","8","4","8","50","0","0","0","4","8","50","1","3","33","2","1","3","1","1","0","1","1","4","2","7"
"2016",311812,"Bendigo Spirit","Spirit","home","Ashleigh","Karaitiana","A","K","A. Karaitiana","","1","33:49","7","0","0","4","3","9","33","1","6","16","2","3","66","0","0","0","4","0","4","3","2","0","0","0","1","0","6"
"2016",311812,"Bendigo Spirit","Spirit","home","Kelsey","Griffin","K","G","K. Griffin","","1","36:31","10","0","2","2","4","11","36","1","2","50","3","9","33","1","4","25","5","4","9","5","3","1","1","1","4","4","5"
"2016",311812,"Bendigo Spirit","Spirit","home","Jane","Chalmers","J","C","J. Chalmers","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311812,"Adelaide Lightning","Lightning","away","Alex","Ciabattoni","A","C","A. Ciabattoni","","0","15:15","1","0","0","0","0","2","0","0","2","0","0","0","0","1","2","50","0","0","0","0","1","0","0","1","1","3","-13"
"2016",311812,"Adelaide Lightning","Lightning","away","Jordan","Hunter","J","H","J. Hunter","","0","24:35","0","0","0","0","0","5","0","0","4","0","0","1","0","0","0","0","2","0","2","2","1","3","0","1","3","2","-18"
"2016",311812,"Adelaide Lightning","Lightning","away","Sarah","Elsworthy","S","E","S. Elsworthy","","1","28:46","5","0","0","0","1","3","33","0","1","0","1","2","50","3","4","75","2","0","2","3","1","0","0","1","3","2","-6"
"2016",311812,"Adelaide Lightning","Lightning","away","Anne","Hatchard","A","H","A. Hatchard","","0","06:01","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-8"
"2016",311812,"Adelaide Lightning","Lightning","away","Laura","Hodges","L","H","L. Hodges","","1","40:58","20","2","2","12","7","13","53","0","1","0","7","12","58","6","8","75","5","4","9","3","0","1","1","2","3","8","-10"
"2016",311812,"Adelaide Lightning","Lightning","away","Jessica","Good","J","G","J. Good","","1","28:31","3","0","0","0","1","5","20","1","4","25","0","1","0","0","0","0","1","0","1","2","1","0","0","0","1","0","-4"
"2016",311812,"Adelaide Lightning","Lightning","away","Tayla","Roberts","T","R","T. Roberts","","1","21:37","8","0","0","8","4","11","36","0","0","0","4","11","36","0","1","0","2","2","4","0","4","0","2","1","3","2","-9"
"2016",311812,"Adelaide Lightning","Lightning","away","Samantha","Logic","S","L","S. Logic","","1","34:10","10","0","2","2","3","9","33","2","3","66","1","6","16","2","2","100","5","1","6","4","4","1","0","0","5","1","0"
"2016",311812,"Adelaide Lightning","Lightning","away","Colleen","Planeta","C","P","C. Planeta","","0","25:03","16","2","3","2","6","12","50","2","6","33","4","6","66","2","2","100","3","1","4","0","2","1","0","0","3","3","-2"
"2016",311813,"Townsville Fire","Fire","home","Natasha","Cloud","N","C","N. Cloud","","0","24:58","5","0","0","0","1","5","20","0","2","0","1","3","33","3","4","75","3","1","4","4","2","0","0","1","2","3","8"
"2016",311813,"Townsville Fire","Fire","home","Ainsley","Walsh","A","W","A. Walsh","","0","02:14","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1"
"2016",311813,"Townsville Fire","Fire","home","Haylee","Andrews","H","A","H. Andrews","","0","02:14","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","-1"
"2016",311813,"Townsville Fire","Fire","home","Suzy","Batkovic","S","B","S. Batkovic","","1","29:51","25","5","4","10","9","17","52","1","3","33","8","14","57","6","6","100","10","1","11","2","2","1","5","0","1","4","27"
"2016",311813,"Townsville Fire","Fire","home","Mia","Murray","M","M","M. Murray","","1","27:47","16","1","2","4","6","15","40","3","6","50","3","9","33","1","2","50","1","0","1","1","2","0","0","2","1","2","18"
"2016",311813,"Townsville Fire","Fire","home","Jacqui","Zelenka","J","Z","J. Zelenka","","0","03:03","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","50","1","0","1","0","0","0","0","0","0","2","-3"
"2016",311813,"Townsville Fire","Fire","home","Darcee","Garbin","D","G","D. Garbin","","0","23:04","12","5","0","6","4","5","80","1","1","100","3","4","75","3","4","75","5","2","7","1","0","0","0","0","2","3","9"
"2016",311813,"Townsville Fire","Fire","home","Chevannah","Paalvast","C","P","C. Paalvast","","0","09:58","2","0","0","0","1","2","50","0","0","0","1","2","50","0","0","0","3","0","3","0","1","0","0","0","2","2","5"
"2016",311813,"Townsville Fire","Fire","home","Kelly","Wilson","K","W","K. Wilson","","1","23:14","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","4","0","4","6","0","0","0","1","3","2","25"
"2016",311813,"Townsville Fire","Fire","home","Micaela","Cocks","M","C","M. Cocks","","1","29:32","13","2","3","2","5","11","45","3","6","50","2","5","40","0","0","0","1","0","1","1","5","0","0","2","2","1","12"
"2016",311813,"Townsville Fire","Fire","home","Kayla","Standish","K","S","K. Standish","","1","23:59","10","4","0","6","4","7","57","0","1","0","4","6","66","2","2","100","1","5","6","0","3","0","1","1","4","2","11"
"2016",311813,"Perth Lynx","Lynx","away","Antonia","Edmondson","A","E","A. Edmondson","","1","31:09","7","0","0","4","2","10","20","0","2","0","2","8","25","3","4","75","2","2","4","0","4","1","0","1","2","3","-18"
"2016",311813,"Perth Lynx","Lynx","away","Natalie","Burton","N","B","N. Burton","","1","24:50","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","4","4","8","0","2","2","2","1","5","2","-18"
"2016",311813,"Perth Lynx","Lynx","away","Carley","Mijovic","C","M","C. Mijovic","","1","24:03","11","0","0","6","5","13","38","1","3","33","4","10","40","0","0","0","6","0","6","0","1","0","2","2","1","1","-11"
"2016",311813,"Perth Lynx","Lynx","away","Monica","Wright","M","W","M. Wright","","1","27:30","6","0","0","2","3","12","25","0","3","0","3","9","33","0","0","0","1","1","2","1","4","0","0","0","3","0","-15"
"2016",311813,"Perth Lynx","Lynx","away","Ashleigh","Grant","A","G","A. Grant","","0","08:58","2","2","0","0","0","0","0","0","0","0","0","0","0","2","2","100","1","1","2","0","0","0","0","0","1","2","-4"
"2016",311813,"Perth Lynx","Lynx","away","Courtney","Byrnes","C","B","C. Byrnes","","0","02:38","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2016",311813,"Perth Lynx","Lynx","away","Sami","Whitcomb","S","W","S. Whitcomb","","1","34:12","25","5","5","8","10","19","52","4","7","57","6","12","50","1","1","100","2","1","3","1","2","2","0","1","3","5","-15"
"2016",311813,"Perth Lynx","Lynx","away","Tenaya","Phillips","T","P","T. Phillips","","0","19:50","0","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","1","1","2","1","1","0","0","1","0","0","-12"
"2016",311813,"Perth Lynx","Lynx","away","Kisha","Lee","K","L","K. Lee","","0","09:56","2","2","0","2","1","4","25","0","2","0","1","2","50","0","0","0","2","1","3","0","0","0","0","0","1","1","-3"
"2016",311813,"Perth Lynx","Lynx","away","Ruth","Hamblin","R","H","R. Hamblin","","0","16:49","9","4","0","8","4","9","44","0","0","0","4","9","44","1","3","33","1","4","5","0","2","0","3","0","4","3","-14"
"2016",311814,"Melbourne Boomers","Boomers","home","Tegan","Cunningham","T","C","T. Cunningham","","0","26:52","4","0","0","2","2","4","50","0","0","0","2","4","50","0","0","0","2","5","7","3","1","1","0","0","2","0","2"
"2016",311814,"Melbourne Boomers","Boomers","home","Jessica","Bygate","J","B","J. Bygate","","0","08:38","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","50","0","0","0","0","0","1","0","0","3","1","-2"
"2016",311814,"Melbourne Boomers","Boomers","home","Brittany","Smart","B","S","B. Smart","","1","25:47","12","3","0","2","3","10","30","1","7","14","2","3","66","5","6","83","4","1","5","1","3","0","0","0","1","3","9"
"2016",311814,"Melbourne Boomers","Boomers","home","Rebecca","Cole","R","C","R. Cole","","0","20:49","11","0","4","8","4","10","40","0","2","0","4","8","50","3","5","60","0","1","1","1","2","0","0","0","0","3","-6"
"2016",311814,"Melbourne Boomers","Boomers","home","Kasey","Burton","K","B","K. Burton","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311814,"Melbourne Boomers","Boomers","home","Rebecca","Ott","R","O","R. Ott","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311814,"Melbourne Boomers","Boomers","home","Olivia","Thompson","O","T","O. Thompson","","1","11:33","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","2","3","1","0","0","2","0","0","1","1"
"2016",311814,"Melbourne Boomers","Boomers","home","Monique","Conti","M","C","M. Conti","","0","01:35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311814,"Melbourne Boomers","Boomers","home","Kelly","Bowen","K","B","K. Bowen","","0","08:40","2","0","0","0","1","2","50","0","0","0","1","2","50","0","0","0","0","1","1","2","0","2","0","0","1","0","7"
"2016",311814,"Melbourne Boomers","Boomers","home","Madeleine","Garrick","M","G","M. Garrick","","1","31:48","16","0","0","4","7","18","38","2","8","25","5","10","50","0","0","0","3","0","3","2","0","0","0","0","1","2","9"
"2016",311814,"Melbourne Boomers","Boomers","home","Alice","Kunek","A","K","A. Kunek","","1","32:54","21","2","2","4","7","19","36","3","9","33","4","10","40","4","4","100","3","0","3","4","0","2","1","0","3","5","2"
"2016",311814,"Melbourne Boomers","Boomers","home","Chante","Black","C","B","C. Black","","1","31:21","8","2","0","8","4","9","44","0","0","0","4","9","44","0","0","0","6","5","11","2","0","3","2","1","3","1","8"
"2016",311814,"Adelaide Lightning","Lightning","away","Alex","Ciabattoni","A","C","A. Ciabattoni","","0","17:54","4","0","0","0","1","4","25","0","2","0","1","2","50","2","2","100","0","1","1","3","1","1","0","1","1","2","-4"
"2016",311814,"Adelaide Lightning","Lightning","away","Jordan","Hunter","J","H","J. Hunter","","0","17:54","2","0","2","2","1","4","25","0","2","0","1","2","50","0","0","0","3","0","3","1","0","1","0","0","0","0","-5"
"2016",311814,"Adelaide Lightning","Lightning","away","Sarah","Elsworthy","S","E","S. Elsworthy","","1","21:34","4","0","0","2","2","3","66","0","0","0","2","3","66","0","0","0","3","2","5","2","0","0","0","0","5","0","-3"
"2016",311814,"Adelaide Lightning","Lightning","away","Anne","Hatchard","A","H","A. Hatchard","","0","05:46","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","2"
"2016",311814,"Adelaide Lightning","Lightning","away","Laura","Hodges","L","H","L. Hodges","","1","27:57","21","10","0","8","6","13","46","0","0","0","6","13","46","9","9","100","5","5","10","0","2","0","0","0","2","7","-5"
"2016",311814,"Adelaide Lightning","Lightning","away","Jessica","Good","J","G","J. Good","","1","24:15","10","0","2","2","3","8","37","2","6","33","1","2","50","2","2","100","3","0","3","0","0","0","0","0","4","2","-2"
"2016",311814,"Adelaide Lightning","Lightning","away","Tayla","Roberts","T","R","T. Roberts","","1","28:17","12","2","0","8","6","12","50","0","0","0","6","12","50","0","0","0","5","2","7","0","2","1","1","0","2","2","-6"
"2016",311814,"Adelaide Lightning","Lightning","away","Samantha","Logic","S","L","S. Logic","","1","32:34","4","0","0","0","1","10","10","1","3","33","0","7","0","1","2","50","4","3","7","7","7","0","0","1","2","1","-6"
"2016",311814,"Adelaide Lightning","Lightning","away","Colleen","Planeta","C","P","C. Planeta","","0","23:45","12","5","0","2","5","13","38","2","5","40","3","8","37","0","0","0","2","1","3","1","3","0","0","2","0","0","-1"
"2016",311815,"UC Capitals","Capitals","home","Mikaela","Ruef","M","R","M. Ruef","","1","30:30","18","4","0","12","9","23","39","0","1","0","9","22","40","0","2","0","8","3","11","1","3","1","0","1","1","2","6"
"2016",311815,"UC Capitals","Capitals","home","Janelle","Adams","J","A","J. Adams","","0","06:46","2","0","0","0","1","2","50","0","0","0","1","2","50","0","0","0","0","0","0","0","0","1","0","1","0","0","9"
"2016",311815,"UC Capitals","Capitals","home","Lauren","Mansfield","L","M","L. Mansfield","","1","34:25","11","2","0","4","5","15","33","1","3","33","4","12","33","0","0","0","7","1","8","4","3","2","0","0","3","2","2"
"2016",311815,"UC Capitals","Capitals","home","Alice","Coddington","A","C","A. Coddington","","0","02:07","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","1","0","0","2"
"2016",311815,"UC Capitals","Capitals","home","Stephanie","Bairstow","S","B","S. Bairstow","","0","08:56","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4"
"2016",311815,"UC Capitals","Capitals","home","Carly","Wilson","C","W","C. Wilson","","1","27:06","12","3","0","0","4","6","66","4","5","80","0","1","0","0","0","0","1","0","1","1","1","0","1","0","2","1","7"
"2016",311815,"UC Capitals","Capitals","home","Kate","Gaze","K","G","K. Gaze","","0","15:01","2","0","0","0","0","6","0","0","4","0","0","2","0","2","2","100","0","0","0","0","0","0","0","0","1","1","-13"
"2016",311815,"UC Capitals","Capitals","home","Marianna","Tolo","M","T","M. Tolo","","1","33:26","17","6","0","14","7","11","63","0","0","0","7","11","63","3","3","100","10","6","16","1","0","0","3","0","4","6","-1"
"2016",311815,"UC Capitals","Capitals","home","Abigail","Wehrung","A","W","A. Wehrung","","0","05:10","2","0","0","2","1","2","50","0","0","0","1","2","50","0","0","0","1","0","1","0","0","0","0","0","0","0","10"
"2016",311815,"UC Capitals","Capitals","home","Keely","Froling","K","F","K. Froling","","0","10:54","2","0","0","2","1","4","25","0","0","0","1","4","25","0","0","0","0","1","1","0","0","1","0","0","2","0","-2"
"2016",311815,"UC Capitals","Capitals","home","Jazmon","Gwathmey","J","G","J. Gwathmey","","1","25:36","4","2","0","0","2","7","28","0","1","0","2","6","33","0","0","0","5","2","7","1","1","0","1","1","5","1","6"
"2016",311815,"Adelaide Lightning","Lightning","away","Alex","Ciabattoni","A","C","A. Ciabattoni","","0","12:17","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","2","1","3","0","0","0","0","1","1","0","-1"
"2016",311815,"Adelaide Lightning","Lightning","away","Jordan","Hunter","J","H","J. Hunter","","0","09:57","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","0","-4"
"2016",311815,"Adelaide Lightning","Lightning","away","Sarah","Elsworthy","S","E","S. Elsworthy","","1","19:32","3","0","0","0","1","6","16","1","1","100","0","5","0","0","0","0","1","1","2","2","1","0","0","0","1","0","-3"
"2016",311815,"Adelaide Lightning","Lightning","away","Anne","Hatchard","A","H","A. Hatchard","","0","15:34","0","0","0","0","0","5","0","0","2","0","0","3","0","0","0","0","2","2","4","1","0","1","0","1","0","2","1"
"2016",311815,"Adelaide Lightning","Lightning","away","Laura","Hodges","L","H","L. Hodges","","1","34:00","17","8","0","10","6","12","50","0","0","0","6","12","50","5","8","62","4","2","6","0","2","0","0","1","3","5","2"
"2016",311815,"Adelaide Lightning","Lightning","away","Jessica","Good","J","G","J. Good","","1","24:23","6","0","0","2","1","7","14","0","2","0","1","5","20","4","5","80","3","2","5","0","1","1","0","1","1","5","-6"
"2016",311815,"Adelaide Lightning","Lightning","away","Chelsea","Brook","C","B","C. Brook","","0","00:53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-4"
"2016",311815,"Adelaide Lightning","Lightning","away","Tayla","Roberts","T","R","T. Roberts","","1","17:19","1","0","0","0","0","8","0","0","0","0","0","8","0","1","2","50","0","4","4","0","1","0","0","0","2","1","-4"
