"season","page_id","team_name","team_short_name","home_away_flag","first_name","family_name","first_name_initial","family_name_initial","scoreboard_name","playing_position","starter","minutes","points","points_second_chance","points_fast_break","points_in_the_paint","field_goals_made","field_goals_attempted","field_goals_percentage","three_pointers_made","three_pointers_attempted","three_pointers_percentage","two_pointers_made","two_pointers_attempted","two_pointers_percentage","free_throws_made","free_throws_attempted","free_throws_percentage","rebounds_defensive","rebounds_offensive","rebounds_total","assists","turnovers","steals","blocks","blocks_received","fouls_personal","fouls_on","plus_minus"
"2016",311861,"Dandenong Rangers","Rangers","away","Natalie","Novosel","N","N","N. Novosel","","0","17:45","12","4","0","4","4","5","80","1","1","100","3","4","75","3","3","100","0","1","1","3","2","1","0","0","1","2","10"
"2016",311861,"Dandenong Rangers","Rangers","away","Rosemary","Fadljevic","R","F","R. Fadljevic","","0","08:52","4","0","0","2","2","2","100","0","0","0","2","2","100","0","0","0","0","0","0","0","2","1","0","0","0","0","0"
"2016",311861,"Dandenong Rangers","Rangers","away","Ally","Malott","A","M","A. Malott","","0","22:22","19","0","0","4","8","12","66","3","6","50","5","6","83","0","0","0","5","0","5","1","0","1","0","0","3","1","17"
"2016",311862,"Adelaide Lightning","Lightning","home","Alex","Ciabattoni","A","C","A. Ciabattoni","","0","27:14","8","3","2","2","2","10","20","0","0","0","2","10","20","4","6","66","3","5","8","0","0","0","0","1","2","5","8"
"2016",311862,"Adelaide Lightning","Lightning","home","Jordan","Hunter","J","H","J. Hunter","","1","33:29","6","0","0","0","2","7","28","2","6","33","0","1","0","0","0","0","3","0","3","4","0","1","0","0","2","1","-10"
"2016",311862,"Adelaide Lightning","Lightning","home","Shannon","McKay","S","M","S. McKay","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311862,"Adelaide Lightning","Lightning","home","Sarah","Elsworthy","S","E","S. Elsworthy","","1","10:23","4","0","0","2","1","3","33","0","0","0","1","3","33","2","2","100","1","0","1","0","0","0","0","1","2","1","-10"
"2016",311862,"Adelaide Lightning","Lightning","home","Anne","Hatchard","A","H","A. Hatchard","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311862,"Adelaide Lightning","Lightning","home","Jessica","Good","J","G","J. Good","","1","10:42","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","0","2","1","3","0","1","0","3","1","-2"
"2016",311862,"Adelaide Lightning","Lightning","home","Anneli","Maley","A","M","A. Maley","","0","03:59","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-4"
"2016",311862,"Adelaide Lightning","Lightning","home","Ieva","Nagy","I","N","I. Nagy","","0","05:15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","6"
"2016",311862,"Adelaide Lightning","Lightning","home","Chelsea","Brook","C","B","C. Brook","","0","03:26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2016",311862,"Adelaide Lightning","Lightning","home","Tayla","Roberts","T","R","T. Roberts","","0","30:11","13","2","0","10","5","14","35","0","0","0","5","14","35","3","4","75","3","2","5","1","3","0","1","1","4","4","-3"
"2016",311862,"Adelaide Lightning","Lightning","home","Samantha","Logic","S","L","S. Logic","","1","39:38","17","2","2","8","8","16","50","0","1","0","8","15","53","1","2","50","7","1","8","6","4","2","0","0","3","3","-8"
"2016",311862,"Adelaide Lightning","Lightning","home","Colleen","Planeta","C","P","C. Planeta","","1","35:39","20","4","0","14","10","16","62","0","3","0","10","13","76","0","1","0","11","2","13","2","4","0","1","0","4","2","-7"
"2016",311862,"Townsville Fire","Fire","away","Natasha","Cloud","N","C","N. Cloud","","1","32:04","4","0","0","0","0","4","0","0","2","0","0","2","0","4","4","100","2","0","2","5","2","2","1","0","2","2","12"
"2016",311862,"Townsville Fire","Fire","away","Suzy","Batkovic","S","B","S. Batkovic","","1","35:35","24","5","6","14","8","21","38","1","2","50","7","19","36","7","11","63","6","3","9","2","2","1","0","0","3","7","9"
"2016",311862,"Townsville Fire","Fire","away","Mia","Murray","M","M","M. Murray","","1","31:19","14","2","0","6","5","18","27","1","7","14","4","11","36","3","4","75","7","3","10","0","1","0","2","1","3","3","3"
"2016",311862,"Townsville Fire","Fire","away","Jacqui","Zelenka","J","Z","J. Zelenka","","0","12:19","4","2","0","2","2","7","28","0","1","0","2","6","33","0","0","0","0","4","4","0","0","0","0","0","1","0","-4"
"2016",311862,"Townsville Fire","Fire","away","Amy","Kame","A","K","A. Kame","","0","12:26","7","2","0","4","3","7","42","1","3","33","2","4","50","0","0","0","1","1","2","2","1","1","0","0","0","0","1"
"2016",311862,"Townsville Fire","Fire","away","Chevannah","Paalvast","C","P","C. Paalvast","","0","22:44","3","0","0","0","0","3","0","0","0","0","0","3","0","3","4","75","2","2","4","0","2","1","0","0","0","2","9"
"2016",311862,"Townsville Fire","Fire","away","Micaela","Cocks","M","C","M. Cocks","","1","28:06","4","0","0","0","1","5","20","1","3","33","0","2","0","1","2","50","4","2","6","2","0","0","0","1","3","2","0"
"2016",311862,"Townsville Fire","Fire","away","Kayla","Standish","K","S","K. Standish","","1","25:24","14","0","0","2","5","11","45","2","4","50","3","7","42","2","2","100","4","4","8","0","2","1","0","1","5","4","0"
"2016",311863,"Bendigo Spirit","Spirit","home","Blake","Dietrick","B","D","B. Dietrick","","0","12:09","4","0","2","4","2","5","40","0","0","0","2","5","40","0","0","0","0","2","2","0","2","2","0","1","0","1","-8"
"2016",311863,"Bendigo Spirit","Spirit","home","Andrea","Wilson","A","W","A. Wilson","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311863,"Bendigo Spirit","Spirit","home","Kerryn","Harrington","K","H","K. Harrington","","1","33:49","10","0","0","2","3","7","42","2","3","66","1","4","25","2","2","100","3","0","3","4","2","1","0","1","1","1","12"
"2016",311863,"Bendigo Spirit","Spirit","home","Heather","OLIVER","H","O","H. OLIVER","","0","06:47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","2"
"2016",311863,"Bendigo Spirit","Spirit","home","Nayo","Raincock-Ekunwe","N","R","N. Raincock-Ekunwe","","1","32:36","11","4","0","10","5","16","31","0","1","0","5","15","33","1","4","25","5","7","12","4","2","0","0","4","4","4","18"
"2016",311863,"Bendigo Spirit","Spirit","home","Ashleigh","Spencer","A","S","A. Spencer","","0","03:09","3","2","0","0","1","2","50","0","1","0","1","1","100","1","2","50","0","0","0","0","0","0","0","0","0","1","4"
"2016",311863,"Bendigo Spirit","Spirit","home","Nadeen","Payne","N","P","N. Payne","","0","19:20","4","0","0","0","0","7","0","0","1","0","0","6","0","4","4","100","2","2","4","1","0","1","0","2","2","4","-7"
"2016",311863,"Bendigo Spirit","Spirit","home","Gabrielle","Richards","G","R","G. Richards","","1","23:14","6","4","0","4","2","5","40","0","0","0","2","5","40","2","2","100","3","2","5","1","2","0","0","0","4","1","8"
"2016",311863,"Bendigo Spirit","Spirit","home","Ebony","Rolph","E","R","E. Rolph","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311863,"Bendigo Spirit","Spirit","home","Ashleigh","KARAITIANA","A","K","A. KARAITIANA","","1","33:12","6","2","4","4","3","8","37","0","2","0","3","6","50","0","0","0","3","0","3","3","1","1","0","1","2","2","8"
"2016",311863,"Bendigo Spirit","Spirit","home","Kelsey","Griffin","K","G","K. Griffin","","1","35:39","26","4","2","8","9","23","39","3","10","30","6","13","46","5","5","100","6","4","10","2","2","0","2","0","2","4","13"
"2016",311863,"Bendigo Spirit","Spirit","home","Jane","Chalmers","J","C","J. Chalmers","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311863,"UC Capitals","Capitals","away","Mikaela","Ruef","M","R","M. Ruef","","1","29:14","13","5","0","6","4","9","44","0","1","0","4","8","50","5","6","83","7","4","11","1","1","0","1","0","3","5","-14"
"2016",311863,"UC Capitals","Capitals","away","Janelle","Adams","J","A","J. Adams","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311863,"UC Capitals","Capitals","away","Lauren","Mansfield","L","M","L. Mansfield","","1","38:01","6","0","2","6","3","13","23","0","2","0","3","11","27","0","0","0","4","1","5","3","6","3","0","1","1","0","-7"
"2016",311863,"UC Capitals","Capitals","away","Stephanie","Bairstow","S","B","S. Bairstow","","0","07:52","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"2016",311863,"UC Capitals","Capitals","away","Carly","Wilson","C","W","C. Wilson","","1","23:42","3","0","0","0","1","3","33","1","3","33","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4","0","-9"
"2016",311863,"UC Capitals","Capitals","away","Kate","Gaze","K","G","K. Gaze","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311863,"UC Capitals","Capitals","away","Marianna","Tolo","M","T","M. Tolo","","1","35:12","22","0","0","12","8","14","57","0","0","0","8","14","57","6","8","75","4","1","5","2","4","2","3","1","4","8","-9"
"2016",311863,"UC Capitals","Capitals","away","Abigail","Wehrung","A","W","A. Wehrung","","0","24:25","3","0","0","0","1","7","14","1","6","16","0","1","0","0","0","0","5","0","5","4","2","0","1","0","1","0","-2"
"2016",311863,"UC Capitals","Capitals","away","Keely","Froling","K","F","K. Froling","","0","12:52","2","2","0","2","1","4","25","0","1","0","1","3","33","0","0","0","2","1","3","0","1","1","1","0","2","0","-3"
"2016",311863,"UC Capitals","Capitals","away","Maddison","Allen","M","A","M. Allen","","0","03:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"2016",311863,"UC Capitals","Capitals","away","Jazmon","Gwathmey","J","G","J. Gwathmey","","1","25:38","11","0","0","0","5","8","62","1","1","100","4","7","57","0","0","0","0","0","0","1","0","1","2","0","3","2","-9"
"2016",311864,"Sydney Uni Flames","Flames","home","Lauren","Nicholson","L","N","L. Nicholson","","1","04:29","5","0","0","2","2","3","66","1","1","100","1","2","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311864,"Sydney Uni Flames","Flames","home","Jennifer","Hamson","J","H","J. Hamson","","1","33:45","10","3","0","6","3","6","50","0","0","0","3","6","50","4","7","57","7","5","12","1","2","0","5","0","0","6","19"
"2016",311864,"Sydney Uni Flames","Flames","home","Leilani","Mitchell","L","M","L. Mitchell","","1","40:00","10","0","0","2","4","15","26","1","5","20","3","10","30","1","2","50","6","1","7","10","3","0","0","3","4","4","15"
"2016",311864,"Sydney Uni Flames","Flames","home","Alex","Wilson","A","W","A. Wilson","","1","38:16","10","0","0","4","4","11","36","2","7","28","2","4","50","0","0","0","8","1","9","3","0","1","2","0","0","0","13"
"2016",311864,"Sydney Uni Flames","Flames","home","Shanae","Greaves","S","G","S. Greaves","","0","11:25","4","0","0","4","2","4","50","0","0","0","2","4","50","0","0","0","1","2","3","1","2","1","1","0","1","0","1"
"2016",311864,"Sydney Uni Flames","Flames","home","Carly","BOAG","C","B","C. BOAG","","0","16:33","12","6","0","6","5","5","100","2","2","100","3","3","100","0","0","0","3","3","6","0","1","1","0","0","1","0","3"
"2016",311864,"Sydney Uni Flames","Flames","home","Lara","McSpadden","L","M","L. McSpadden","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311864,"Sydney Uni Flames","Flames","home","Christina","Boag","C","B","C. Boag","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311864,"Sydney Uni Flames","Flames","home","Susannah","Walmsley","S","W","S. Walmsley","","0","03:08","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-4"
"2016",311864,"Sydney Uni Flames","Flames","home","Asia","Taylor","A","T","A. Taylor","","1","18:14","18","5","2","12","6","8","75","0","1","0","6","7","85","6","7","85","2","3","5","2","3","2","1","0","4","5","7"
"2016",311864,"Sydney Uni Flames","Flames","home","Cassidy","McLean","C","M","C. McLean","","0","13:50","7","2","0","4","3","8","37","1","5","20","2","3","66","0","0","0","3","1","4","2","2","0","0","0","2","0","11"
"2016",311864,"Sydney Uni Flames","Flames","home","Sarah","Graham","S","G","S. Graham","","0","20:15","6","0","0","0","2","7","28","2","6","33","0","1","0","0","0","0","1","1","2","1","0","0","0","0","2","0","10"
"2016",311864,"Dandenong Rangers","Rangers","away","Aimie","Clydesdale","A","C","A. Clydesdale","","1","35:49","15","0","0","8","6","13","46","2","7","28","4","6","66","1","1","100","2","1","3","4","0","1","0","1","2","1","-10"
"2016",311864,"Dandenong Rangers","Rangers","away","Stephanie","Cumming","S","C","S. Cumming","","1","29:11","15","3","0","0","6","13","46","3","5","60","3","8","37","0","0","0","0","1","1","3","1","0","1","1","4","2","-15"
"2016",311864,"Dandenong Rangers","Rangers","away","Jacinta","Kennedy","J","K","J. Kennedy","","0","13:00","2","0","0","2","1","3","33","0","0","0","1","3","33","0","0","0","0","2","2","0","0","0","0","2","1","1","-5"
"2016",311864,"Dandenong Rangers","Rangers","away","Chloe","Bibby","C","B","C. Bibby","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311864,"Dandenong Rangers","Rangers","away","Lauren","Scherf","L","S","L. Scherf","","1","17:19","4","2","0","4","2","5","40","0","1","0","2","4","50","0","0","0","0","1","1","3","0","0","0","0","3","2","-4"
"2016",311864,"Dandenong Rangers","Rangers","away","Sara","Blicavs","S","B","S. Blicavs","","1","39:24","7","0","2","4","3","15","20","1","5","20","2","10","20","0","0","0","10","2","12","3","3","2","2","2","2","2","-16"
"2016",311864,"Dandenong Rangers","Rangers","away","Natalie","Novosel","N","N","N. Novosel","","0","24:19","14","5","0","4","4","10","40","1","4","25","3","6","50","5","6","83","2","3","5","2","0","1","0","2","1","6","-4"
"2016",311864,"Dandenong Rangers","Rangers","away","Rosie","FADLJEVIC","R","F","R. FADLJEVIC","","0","13:42","2","0","0","2","1","4","25","0","0","0","1","4","25","0","0","0","0","1","1","0","1","0","0","1","0","0","-13"
"2016",311864,"Dandenong Rangers","Rangers","away","Ally","Malott","A","M","A. Malott","","1","27:13","8","0","0","4","4","10","40","0","4","0","4","6","66","0","0","0","1","1","2","1","2","1","0","0","2","0","-8"
"2016",311865,"Melbourne Boomers","Boomers","home","Tegan","Cunningham","T","C","T. Cunningham","","1","17:52","6","2","0","4","3","6","50","0","0","0","3","6","50","0","0","0","3","2","5","0","1","0","0","0","3","0","4"
"2016",311865,"Melbourne Boomers","Boomers","home","Jessica","Bygate","J","B","J. Bygate","","0","20:05","8","2","0","6","4","4","100","0","0","0","4","4","100","0","1","0","3","2","5","1","2","0","0","0","0","1","15"
"2016",311865,"Melbourne Boomers","Boomers","home","Brittany","Smart","B","S","B. Smart","","1","29:06","10","2","0","4","3","13","23","1","4","25","2","9","22","3","3","100","3","3","6","6","0","2","0","2","2","4","18"
"2016",311865,"Melbourne Boomers","Boomers","home","Rebecca","Cole","R","C","R. Cole","","0","25:27","6","0","0","2","3","5","60","0","1","0","3","4","75","0","0","0","2","0","2","3","3","0","0","1","1","0","11"
"2016",311865,"Melbourne Boomers","Boomers","home","Kasey","Burton","K","B","K. Burton","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311865,"Melbourne Boomers","Boomers","home","Rebecca","Ott","R","O","R. Ott","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311865,"Melbourne Boomers","Boomers","home","Olivia","Thompson","O","T","O. Thompson","","0","22:32","7","0","0","2","3","7","42","0","0","0","3","7","42","1","1","100","2","2","4","2","1","0","0","0","1","1","16"
"2016",311865,"Melbourne Boomers","Boomers","home","Monique","Conti","M","C","M. Conti","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311865,"Melbourne Boomers","Boomers","home","Kalisha","Keane","K","K","K. Keane","","1","19:54","6","2","0","0","3","7","42","0","0","0","3","7","42","0","0","0","2","0","2","2","0","1","0","0","3","1","5"
"2016",311865,"Melbourne Boomers","Boomers","home","Madeleine","Garrick","M","G","M. Garrick","","1","25:25","11","3","0","0","3","12","25","3","4","75","0","8","0","2","3","66","5","2","7","2","2","2","0","0","1","3","11"
"2016",311865,"Melbourne Boomers","Boomers","home","Kelly","Bowen","K","B","K. Bowen","","0","11:06","7","0","2","6","3","8","37","0","1","0","3","7","42","1","1","100","3","1","4","0","0","1","0","0","2","2","7"
"2016",311865,"Melbourne Boomers","Boomers","home","Alice","Kunek","A","K","A. Kunek","","1","28:28","9","2","0","4","3","10","30","0","3","0","3","7","42","3","4","75","1","1","2","0","2","0","0","0","2","2","13"
"2016",311865,"UC Capitals","Capitals","away","Mikaela","Ruef","M","R","M. Ruef","","1","29:53","17","6","0","16","8","19","42","0","0","0","8","19","42","1","1","100","11","6","17","2","5","0","0","0","3","3","-10"
"2016",311865,"UC Capitals","Capitals","away","Janelle","Adams","J","A","J. Adams","","0","00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016",311865,"UC Capitals","Capitals","away","Lauren","Mansfield","L","M","L. Mansfield","","1","35:07","6","0","0","0","1","12","8","1","3","33","0","9","0","3","4","75","4","2","6","4","4","1","1","0","2","2","-11"
"2016",311865,"UC Capitals","Capitals","away","Stephanie","Bairstow","S","B","S. Bairstow","","0","10:16","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","2","3","5","0","1","1","0","0","0","0","-7"
"2016",311865,"UC Capitals","Capitals","away","Carly","Wilson","C","W","C. Wilson","","1","23:26","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","1","1","3","1","0","0","0","2","0","-13"
"2016",311865,"UC Capitals","Capitals","away","Marianna","Tolo","M","T","M. Tolo","","1","28:43","17","3","0","8","7","10","70","0","0","0","7","10","70","3","4","75","5","2","7","0","2","1","2","0","1","5","-12"
"2016",311865,"UC Capitals","Capitals","away","Abigail","Wehrung","A","W","A. Wehrung","","0","22:44","3","3","0","0","1","5","20","1","2","50","0","3","0","0","0","0","0","0","0","1","2","2","0","0","1","1","-16"
"2016",311865,"UC Capitals","Capitals","away","Keely","Froling","K","F","K. Froling","","0","11:49","2","0","2","2","1","5","20","0","1","0","1","4","25","0","0","0","1","0","1","1","1","0","0","0","1","1","-12"
"2016",311865,"UC Capitals","Capitals","away","Maddison","Allen","M","A","M. Allen","","0","05:08","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","50","0","0","0","1","0","0","0","0","0","1","-3"
"2016",311865,"UC Capitals","Capitals","away","Jazmon","Gwathmey","J","G","J. Gwathmey","","1","32:50","4","0","0","4","2","11","18","0","2","0","2","9","22","0","0","0","3","2","5","3","0","0","0","0","4","2","-16"
"2016",311866,"Perth Lynx","Lynx","home","Tessa","Lavey","T","L","T. Lavey","","1","27:59","3","0","0","0","1","3","33","1","3","33","0","0","0","0","0","0","2","0","2","7","0","2","0","0","1","0","53"
"2016",311866,"Perth Lynx","Lynx","home","Antonia","Edmondson","A","E","A. Edmondson","","1","20:38","24","0","3","6","9","11","81","6","7","85","3","4","75","0","0","0","3","0","3","2","0","2","0","1","1","0","28"
"2016",311866,"Perth Lynx","Lynx","home","Natalie","Burton","N","B","N. Burton","","0","20:31","6","0","0","2","2","5","40","0","0","0","2","5","40","2","2","100","0","1","1","1","0","1","0","0","2","1","15"
"2016",311866,"Perth Lynx","Lynx","home","Carley","Mijovic","C","M","C. Mijovic","","1","23:19","15","2","0","6","6","14","42","3","9","33","3","5","60","0","0","0","5","1","6","1","2","3","1","0","3","0","43"
"2016",311866,"Perth Lynx","Lynx","home","Tahlia","Fejo","T","F","T. Fejo","","0","09:07","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","1","3","2","0","0","3","1","3"
"2016",311866,"Perth Lynx","Lynx","home","Ashleigh","Grant","A","G","A. Grant","","0","13:21","5","0","0","4","2","5","40","0","0","0","2","5","40","1","2","50","2","1","3","1","1","0","0","1","1","1","9"
"2016",311866,"Perth Lynx","Lynx","home","Brianna","Butler","B","B","B. Butler","","0","21:52","10","0","0","2","4","9","44","2","6","33","2","3","66","0","0","0","3","0","3","1","0","0","0","0","0","0","21"
"2016",311866,"Perth Lynx","Lynx","home","Sami","Whitcomb","S","W","S. Whitcomb","","1","26:30","26","5","2","10","10","19","52","5","9","55","5","10","50","1","1","100","2","3","5","5","1","5","1","0","3","4","45"
"2016",311866,"Perth Lynx","Lynx","home","Kisha","Lee","K","L","K. Lee","","0","13:51","5","2","0","2","2","6","33","0","2","0","2","4","50","1","1","100","1","0","1","1","1","0","0","0","1","2","1"
"2016",311866,"Perth Lynx","Lynx","home","Ruth","Hamblin","R","H","R. Hamblin","","1","22:47","8","4","0","6","3","5","60","0","0","0","3","5","60","2","2","100","4","2","6","2","0","0","7","0","2","2","32"
"2016",311866,"Adelaide Lightning","Lightning","away","Alex","Ciabattoni","A","C","A. Ciabattoni","","1","10:36","2","0","0","2","1","4","25","0","1","0","1","3","33","0","1","0","1","0","1","1","4","0","0","0","1","1","-14"
"2016",311866,"Adelaide Lightning","Lightning","away","Jordan","Hunter","J","H","J. Hunter","","1","25:53","3","0","0","0","1","4","25","1","3","33","0","1","0","0","0","0","3","0","3","2","2","1","0","0","3","1","-24"
"2016",311866,"Adelaide Lightning","Lightning","away","Sarah","Elsworthy","S","E","S. Elsworthy","","0","25:42","3","0","0","0","0","3","0","0","0","0","0","3","0","3","4","75","3","0","3","3","3","1","0","2","1","2","-24"
"2016",311866,"Adelaide Lightning","Lightning","away","Jessica","Good","J","G","J. Good","","0","10:28","2","2","0","0","0","2","0","0","0","0","0","2","0","2","2","100","1","1","2","0","1","1","0","0","0","2","-5"
"2016",311866,"Adelaide Lightning","Lightning","away","Anneli","Maley","A","M","A. Maley","","0","18:06","3","1","0","2","1","10","10","0","1","0","1","9","11","1","2","50","5","3","8","0","3","0","0","0","2","1","-25"
"2016",311866,"Adelaide Lightning","Lightning","away","Ieva","Nagy","I","N","I. Nagy","","0","11:17","2","0","0","2","1","4","25","0","3","0","1","1","100","0","0","0","1","0","1","0","1","1","0","0","1","0","-11"
"2016",311866,"Adelaide Lightning","Lightning","away","Chelsea","Brook","C","B","C. Brook","","0","14:46","4","0","0","4","2","6","33","0","0","0","2","6","33","0","0","0","1","0","1","0","3","1","0","2","0","0","-15"
"2016",311866,"Adelaide Lightning","Lightning","away","Tayla","Roberts","T","R","T. Roberts","","1","23:19","13","0","0","8","6","9","66","0","0","0","6","9","66","1","2","50","2","2","4","2","1","0","0","2","2","2","-35"
"2016",311866,"Adelaide Lightning","Lightning","away","Samantha","Logic","S","L","S. Logic","","1","28:23","3","0","0","2","1","5","20","0","2","0","1","3","33","1","2","50","4","1","5","3","4","0","0","0","1","3","-52"
"2016",311866,"Adelaide Lightning","Lightning","away","Colleen","Planeta","C","P","C. Planeta","","1","31:25","17","6","0","12","7","18","38","1","5","20","6","13","46","2","2","100","1","2","3","0","3","1","2","3","0","4","-45"
"2016",311867,"Adelaide Lightning","Lightning","home","Jordan","Hunter","J","H","J. Hunter","","1","26:57","9","0","0","6","4","8","50","1","5","20","3","3","100","0","0","0","0","0","0","4","4","2","0","0","1","1","-18"
"2016",311867,"Adelaide Lightning","Lightning","home","Shannon","McKay","S","M","S. McKay","","0","02:08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"2016",311867,"Adelaide Lightning","Lightning","home","Sarah","Elsworthy","S","E","S. Elsworthy","","0","19:57","5","0","0","2","1","3","33","0","0","0","1","3","33","3","3","100","0","0","0","2","0","3","0","1","2","4","-13"
"2016",311867,"Adelaide Lightning","Lightning","home","Anne","Hatchard","A","H","A. Hatchard","","0","04:40","2","2","0","2","1","3","33","0","2","0","1","1","100","0","0","0","0","1","1","0","0","0","0","0","1","0","6"
"2016",311867,"Adelaide Lightning","Lightning","home","Jessica","Good","J","G","J. Good","","1","16:04","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","-13"
"2016",311867,"Adelaide Lightning","Lightning","home","Anneli","Maley","A","M","A. Maley","","0","15:25","4","0","0","0","2","3","66","0","1","0","2","2","100","0","0","0","4","1","5","2","1","0","0","0","4","1","-9"
"2016",311867,"Adelaide Lightning","Lightning","home","Ieva","Nagy","I","N","I. Nagy","","1","09:07","3","0","0","0","1","3","33","1","2","50","0","1","0","0","0","0","1","1","2","0","1","0","0","0","1","0","-6"
"2016",311867,"Adelaide Lightning","Lightning","home","Chelsea","Brook","C","B","C. Brook","","0","13:36","3","2","0","2","1","4","25","0","2","0","1","2","50","1","4","25","2","2","4","0","1","1","2","0","1","3","-4"
"2016",311867,"Adelaide Lightning","Lightning","home","Tayla","Roberts","T","R","T. Roberts","","0","26:53","12","7","0","10","5","14","35","0","0","0","5","14","35","2","5","40","2","1","3","3","3","1","3","0","3","3","-12"
"2016",311867,"Adelaide Lightning","Lightning","home","Samantha","Logic","S","L","S. Logic","","1","33:54","17","2","2","8","7","16","43","2","4","50","5","12","41","1","6","16","4","3","7","4","1","3","0","2","0","4","-14"
"2016",311867,"Adelaide Lightning","Lightning","home","Colleen","Planeta","C","P","C. Planeta","","1","31:13","17","5","0","10","7","18","38","1","3","33","6","15","40","2","4","50","4","3","7","1","0","2","2","0","3","4","-5"
"2016",311867,"Sydney Uni Flames","Flames","away","Tahlia","TUPAEA","T","T","T. TUPAEA","","0","20:33","2","0","0","0","1","4","25","0","3","0","1","1","100","0","0","0","3","0","3","0","3","1","0","0","0","0","-12"
"2016",311867,"Sydney Uni Flames","Flames","away","Jennifer","Hamson","J","H","J. Hamson","","1","24:49","12","3","0","10","5","12","41","0","0","0","5","12","41","2","3","66","8","6","14","2","3","2","1","3","4","3","23"
"2016",311867,"Sydney Uni Flames","Flames","away","Leilani","Mitchell","L","M","L. Mitchell","","1","29:42","11","0","0","2","4","10","40","3","5","60","1","5","20","0","0","0","0","2","2","4","6","0","0","0","3","0","32"
"2016",311867,"Sydney Uni Flames","Flames","away","Alex","Wilson","A","W","A. Wilson","","1","25:12","18","0","0","2","6","13","46","4","9","44","2","4","50","2","2","100","5","0","5","7","0","1","1","0","2","2","29"
"2016",311867,"Sydney Uni Flames","Flames","away","Shanae","Greaves","S","G","S. Greaves","","0","16:55","6","2","0","6","3","4","75","0","0","0","3","4","75","0","1","0","0","7","7","2","2","0","1","0","5","3","5"
"2016",311867,"Sydney Uni Flames","Flames","away","Lara","McSpadden","L","M","L. McSpadden","","0","12:46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-11"
"2016",311867,"Sydney Uni Flames","Flames","away","Susannah","Walmsley","S","W","S. Walmsley","","0","10:42","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","2","0","2","1","0","0","0","1","0","0","1"
